task_code,phraseid_1,phrase_1,phraseid_2,phrase_2,phraseid_3,phrase_3,phraseid_4,phrase_4,phraseid_5,phrase_5,phraseid_6,phrase_6,phraseid_7,phrase_7,phraseid_8,phrase_8,phraseid_9,phrase_9,phraseid_10,phrase_10,phraseid_11,phrase_11,phraseid_12,phrase_12,phraseid_13,phrase_13,phraseid_14,phrase_14,phraseid_15,phrase_15,phraseid_16,phrase_16,phraseid_17,phrase_17,phraseid_18,phrase_18,phraseid_19,phrase_19,phraseid_20,phrase_20
sentiment,2382,Shed,2753,Not the,2577,as good,2474,allergic and,3085,instead the,1022,and nicely,206,fit perfect,3071,am not pleased,2433,sent back,2228,work perfect,627,'s always nice,730,loose and,203,really like,108,Hate the,2306,flimsy,465,just uneven,836,convenience and comfort,1039,there small,2024,And pretty,1571,and cool
sentiment,811,Nice,1216,well and well,1995,clearly,2573,not enough,2432,great The,106,good inexpensive,1819,not impressive,1330,good support,332,joke Not,1191,well and even,372,Really nice sexy,2850,right and decent,3014,'m still upset,1238,cleaner and,379,There nice,2305,fairly and nice,2619,is very great,2421,not up,1827,noticeably The,251,and shine
sentiment,1523,were cheap and,1675,trauma,586,home aching,654,there return,1074,be much,2681,awful when,2659,is really uncomfortable,582,are warm and,1067,defective The,749,odd,1419,and support,151,was n't hot,3084,are n't,3096,is pretty good,1773,super comfortable like,1958,is hell,2575,just return,2413,are ugly,598,so soft flexible,469,are very soft
sentiment,2627,hot comfortably,2160,the loser,1212,does n't,1414,The is still,2402,'s bad and,765,the wrong,193,always nice,489,always liked work,2034,the cheaply,2699,are Just,2027,wrong somehow,2067,was disappointed,2722,back The,15,is just unbelievable,2654,"not found,&#34",880,are not bulky,919,so super,788,is small,2304,super cute Perfect,308,well hard
sentiment,365,problems,1135,n't fall,1323,immediately The,1397,Way,2692,so far,1950,still convenience,3072,cold and,111,Unfortunately the,494,not very,1046,'s returning,2860,Decent nice,894,were slick,1806,not love,2922,like and,89,small,1650,is about,361,well the,309,falling,1743,Decent and nice,860,shine
sentiment,74,tore,1542,love and so,1941,hates down,1843,cheap honestly,2678,almost useless,2760,soft warm,1312,comfortable good support,3076,'s cheap,587,bust definitely,1367,tops and,2199,are even worth,1444,was cute,828,Really nice,2510,back disappointed,892,lost and now,1526,pleased,1263,crappy and,970,back still,2673,the was awful,816,The cheap
sentiment,132,not so,1584,almost now,2492,works great,2950,love,2707,Pretty for,2640,split the,2143,'s nice,1013,also dark,1131,top but,2091,was compact,686,is safe,1071,hurt when,1631,Excellent !,181,am rather,1204,am satisfied,1035,the falling,2790,was hesitant,1694,and comfortable,2272,unbelievably and,1045,the was itchy
sentiment,1932,are not willing,1826,be most consistent,2147,great good,740,worse problem,1078,COMFORTABLE,1667,are available and happy,2664,be improved,2857,are nice,336,are ideal,1934,slipping,2522,slightly smaller,2884,is well and,1180,is very comfortable,236,slightly the,2014,cold,115,still hated,2924,not positive,1535,honestly so,1389,now the,902,is very well
sentiment,2931,uploaded,2933,are uncomfortable and,188,Great !,2539,not well,2823,was awful,2068,not happy the,473,be comfortable,2247,be worn,238,weird the,214,'s great,1648,actually great,371,fit enough,857,instead where,665,allergic,2060,free but,1088,liked,1666,been around,518,very comfortable Like,2626,not warm,209,Cute and
sentiment,1735,Gorgeous,2336,still awesome,859,bad missed,2219,is soft and comfortable,1576,'m not,3092,is excellently and,41,soft flexible,394,worth time,2294,very good inexpensive,87,good and nice,2554,n't enough the,138,are comfortable and well,2679,are still happy,1326,was WAY,619,excellently and,2513,are There,8,super and not,3116,was n't,3102,was bad and,2158,are most comfortable
sentiment,495,rather disappointed,1455,were good,1752,is comfortable and,2615,hurt really,359,are super,451,nt,1142,Sadly,2874,is not like,1333,n't how,1064,was sexy,2716,so super excited,279,ever worn,1960,randomly,2455,really bad,856,is comfortable,2580,really well,1265,is least,1714,picky at,2410,supportive,33,good and soft
sentiment,998,are good,2520,the is seriously,608,are still comfortably,1939,are trendy cool,1366,was great and,505,confusing,1469,complain the,2813,very cheap,1005,too expensive,2044,expensive The,1569,great comfortable,2197,are available and,843,very much,417,where stigma,3125,is worth well,2718,worn the,2621,beautiful,488,hard still,2560,bum even,1346,stiff
sentiment,91,'m literally,552,overall the,1017,the indifferent,971,is wonder,1484,back immediately,717,works day,2111,favorite for,258,just glad,1020,definitely worth,1671,am thrilled,1089,still likes,946,were worn,2631,fits nicely,3032,waste,2602,fraudulent,662,still small,343,hot,1601,yet Even,1381,The was very,2541,'s not
sentiment,122,Warm,1534,realistic,939,is too expensive,692,Best,972,lose more,1018,is scratch,64,is much,931,awkwardly actually,1943,scratchy uncomfortable,2983,Better support and,2439,lovely,2494,are very comfortable,782,n't satisfy,2094,straight the,3137,really comfortable,2043,wide mostly,1300,whatsoever the,573,always problems,2443,so excited,2885,are better
sentiment,273,are either,1289,n't hot,762,beautiful soft,2596,SMALLER,2958,mistaken,77,the is very,1379,are just,1906,flaw and,3119,was upset and,1582,the hell,1118,very comfortable,2082,WAY,1206,was totally satisfied,1393,TOOOOO Small,318,not better,1854,and work,3044,so tight,1368,comfortable and reasonably,320,perfectly but,1915,pretty vibrant
sentiment,2852,and pretty,1433,so the,941,saw,1353,'s so,957,tough,227,were comfortable and,1739,'s very bulky,2157,and great,2427,worked for,133,Soft and nicely,155,wrong mistake,2904,well love,746,Good and fast,698,not picky,1936,not most,2041,Easy,1553,still nearly,1862,not enough support,924,mailed,2248,doubt fear
sentiment,519,glare,2315,really the,656,tank,2727,scratchy and,989,safe and,1052,and flexible,1092,unbelievably comfortable,1077,were scratchy and,104,lighter,1677,works,2867,warned,536,generous and,351,is technically,2733,pretty and,1681,is unbelievably and,1933,and spectacular,210,put,2170,the lost,2295,'s pretty sturdy,1116,am so thrilled
sentiment,2682,well and good,2116,squeaky,2150,not adjustable,1288,'re as,1686,'m really,1258,sty the,2800,beautiful !,2791,ugly,2706,more more,1809,very sexy,2128,most expensive,2637,also more,2411,very nice,1256,is uncomfortable,1973,enjoy warmth,1095,comfort and,1351,and roomy,2118,and incredibly,851,excellent well,1223,'s first
sentiment,1964,works time,2201,ridiculous And,2779,So highly,2025,the are too,149,'s not well,2276,almost invisible,848,wise,1247,properly and very,676,shoved,1885,the shriek,72,always consistent,1222,n't fears,2934,fits like,2230,right back,2194,IS BROKE,362,not sensitive,1986,is well worth,802,nt nicely,1626,poorly and,1107,is generally
sentiment,2489,are terrible,2783,'re most,2051,too The,1139,is not,2806,n't why,420,'s pretty useful,2112,love !,2572,great like,2328,are trendy and,363,not back,1557,the was really,2471,work top,1837,always the,1905,dirt The,2754,exactly the,2457,easily how,1328,there the,1296,falls either,1776,are almost invisible,607,cheaply
sentiment,1254,sturdy and,1016,is like,1756,The were also,2680,bulky and,1408,really n't,3042,nice sexy and,2956,fits perfect,19,perfectly and,2465,are amazing,1653,well fun,1061,not Really,1335,n't praise,292,narrower,1742,extremely uncomfortable,446,avid,2453,nice sexy,217,the is much,1179,WAY small,195,actually now,652,'re as good
sentiment,1511,well !,2836,was shiny,2858,was way good,2524,oddest the,1517,were long,1926,promptly,1630,the is n't,2016,problems the,229,therefore comfortable,2073,like gold,2235,are well,1281,durable comfortable,1999,been heavily,906,super warm roomy,2409,really liked,3064,so badly,1375,were just fine,1693,is definitely worth,88,incredibly soft,2935,n't flatter
sentiment,2379,very small,1530,pretty and very,1838,well and,344,cold and low,1334,loving !,1775,cute flattering,2851,comfortable and hopefully,2282,impressed !,3056,warm for,13,so much,2720,Cute,144,pushed,631,good and just,2708,was just bad,1759,and better,2771,satisfied,3059,Comfy !,1881,perfectly good,2195,DEFINATELY NOT,1661,difficult
sentiment,2451,strangely,2369,are pretty and vibrant,1994,bad The,2725,is very good,1572,enough for,1418,cheap and not,612,Nice wow,1507,much smaller,1835,be very durable,1157,excellently,1858,uncomfortable the,367,is terrible,2820,definitely disappointment,1831,is variety and,14,better !,342,are Very,1664,and glad,2415,Smart for,2096,is much comfortable,1691,is boring
sentiment,2372,was hard,2241,is problem,1108,not at,460,warmer months,2268,JUNK FAILED,2957,was actually oversize,3120,LOVE,2865,hard,1656,well and so,2394,really cold,1880,are comfortable,623,the expensive,391,is awesome,2063,lengthwise the,3011,was n't defective,261,just as,2260,the is unbelievable,2102,be willing,506,n't defective,1697,comfortable supporting and
sentiment,1050,comfortable and well,529,was amazed,2772,were even,2481,properly and n't,1066,terribly,987,not flimsy,1291,happy,932,and cute,2288,is hard,2126,were cold and,401,forward the,1374,definitely again,1474,am so,3117,attractive comfortable,873,sending back,1299,was just like,1987,best And,2316,support perfect,1510,super comfortable excellent,2578,fell and
sentiment,92,trendy and comfy,2923,tough reliable,2145,THE IS NOT,2445,Love love,383,shipped,2238,husband,2905,the hassle,1503,indifferent the,1829,CHEAP DEFINATELY,2536,forever the,1866,really cute,1993,were too,48,LOVES,1068,'s cute,1106,been soft,2588,hurt and,1501,'m always,1914,ago the,2083,WELL LIKE,2960,am ever impressed
sentiment,735,the was poor,1094,improved,2131,are roomy and perfect,2739,stiff and never,225,not just,2351,were so,2582,irritated,3043,Classic,1110,safe and like,2634,perfect for,835,so small,2737,Perfect,541,dust accidentally,2552,removing,910,is perfect and like,2751,is correct,2871,are cheapest,47,is ugly,2033,'re still,296,not impressed
sentiment,670,very soft right,1021,how scratchy,1031,durable and consistent,1219,better days,1240,be realistic,325,is not soft,1461,therefore just,98,available variety,1285,perfectly fine,171,really easily,669,mostly too,1543,however the,2395,cloudy poorly,2290,horrible,2538,The tank,2440,tough for,1977,great watch,2883,The is garbage,2340,Hot and,900,issues
sentiment,2420,the are definetely,2368,still convenience comfort,2715,worth For,2388,plenty enough,1260,BUT,1546,was nt nicely,3066,'s great and,286,pretty useful,2330,issue,1112,Even the,1098,is not flattering,23,n't,418,The are so,2639,still n't,2604,immediately broke,651,bad either,2349,disappointed and,1186,The is concerned,2127,be happy,783,the bent
sentiment,513,very perfectly,1791,where not,2278,The are either,705,trendy and cool,2787,really really,103,Do not,370,back Even,1081,n't like gold,2810,is super,1244,Small,1793,goodwill and,2696,and impressed,1386,are definitely disappointment,1789,'s good and,2978,and stylish,2221,is so,2889,still together,1877,are even,2732,ridiculously,2501,were already
sentiment,888,comfort,2291,was n't willing,3,sagging muffin,1236,is adjustable,1163,Way too,1187,too loose,474,are really cold,769,slipped,1645,was poor,2919,well and really,2213,not really,1979,n't bad,1215,actually like,2728,be enough,1712,'s definitely,3008,are comfortable and,2517,oddest,2770,was sorely disappointed,222,thrilled,2231,normally satisfied
sentiment,1217,greedy enough,673,'s not worth,1124,super warm and,2980,wonderful and good,633,be dissapointed,2089,the is extremely,1637,comfortable and useful,3023,lose,1909,is always perfect,2745,cleaner and only,2012,still like,1961,sturdy,2181,warm and very,267,are invisible And,3010,really uncomfortable,1708,was odd,715,flaws worn,2595,VERY WELL LIKE,977,was hugely disappointed,375,is rather cheap
sentiment,1059,Thank for,568,just comfortable,2600,great support comfortable,1799,are beautiful well,65,gold,2434,Unfortunately,1153,great great and,882,was very,512,sexy good,1731,the trash,510,super comfortable and,2555,too all,1246,n't difficult,1356,AND ROOMY,349,are beautiful and,1169,are cold,2438,are really great,993,very disappointed,3037,off the,1651,sack not
sentiment,399,amazing for,3080,great work,2859,better and,2049,is so super,307,super and roomy,960,the bad,2250,complain,761,also really,1758,pretty happy,1136,was nt,164,fine for,2968,was fault,610,are wrongly,655,and Sexy,595,very well comfortable,1768,not cute flattering,1937,very well,736,glare Very,2641,cringe and,647,not like
sentiment,2375,did not,1463,and fair,2750,work and,1176,was so disappointing,983,obviously expensive,1828,Good for,1057,n't as,153,tough like,2062,perfect,1867,were super,603,still already,2994,Fine !,2001,and strong,1115,'s comfortable accurate,1405,loves !,2189,bargain Love,2337,The is indeed,2909,super and enough,2422,Pretty Perfect,1164,always really
sentiment,561,and right,2842,crap not,1745,Fit perfect,1967,Well,2359,Good,2399,is probably,2570,upset and When,1599,There about,1673,idolize,1482,badly infected,1805,sore,890,'re nice and,1490,been happy,2974,Disappointed,2969,supportive and,2565,bitter cold,822,Frustrating,2345,comfortable weekends,3005,near very,1448,'m avid and
sentiment,2794,so better,3002,hurt,719,are great,2819,lies,1587,excited,2833,VERY disappointed,1583,so perfect,339,and consistent,1359,scratch bust,2015,pretty,1015,'s comfortable,1313,comfortable !,2098,well Very,734,There really,640,Nice !,847,nice Good and,2938,dropping,716,smell the,704,The is n't,2441,refunded
sentiment,432,still so,415,IS LIKE,2352,very durable great,1137,Smart,2526,'s cute and,2367,Secondly the,2846,skinny and,2984,aching,1590,are nonsense and,1907,is inexpensive and,1760,'re skinny,2506,are loving,411,WORST EVER,566,super cheap,622,loose just,1585,were very,805,were very slick,9,directly the,806,n't right,867,nice sexy pretty
sentiment,526,are not cute,1887,was extremely disappointing,592,The is not,611,thicker,1383,are trendy,776,Far away,1797,deceiving and,2951,is stiff and,3089,am not impressed,1144,n't flattering,2906,comfortable and better,146,the was incorrectly,1619,The is unbelievable,2069,Great for,2647,'re right,119,m glad,396,refund free,1822,The undersized,2202,are pretty,1120,extremely comfortable
sentiment,751,the was together,865,be disappointed,2891,is so perfect,2666,plenty good,2689,good !,265,less instead,2297,Not not,2683,are fairly and nice,720,so comfortable,689,discomfort,1813,was n't correctly,86,been durable comfortable,3087,am allergic,687,too then,2549,The is quickly,593,am impressed,2299,not comfortable,70,was just glad,36,was loose,1883,then refuse
sentiment,1696,easy and,995,'s just,1868,works marvelous better,1785,be too difficult,2429,damage,2462,am hard,1499,fine !,276,so too,763,are still comfortable,311,the is too,1665,funny,20,'s bad,2022,is not comfortable,2101,Nice and,179,be fine,950,tanks,2939,warm and also,73,irritated crap,830,is much straightforward,2995,is ridiculous
sentiment,1508,are lightly,853,great Like,810,are extremely,2534,mess not,2793,more like,1105,partner,2661,attractive and,3069,sack,239,am happy,1161,very stiff,1458,is even confusing,696,stiff not,2065,was really,933,are cute flattering,2056,was uncomfortable,2768,UNABLE AND,1512,'s soft,2093,perfect and like,2301,be way,2792,Here trick
sentiment,2674,are at important,3104,way more,1332,be well,1382,trendy and,2562,as well,2920,super the,178,good luck,1192,also too,385,the was more,3129,warmer and n't,1290,Fast time,262,and luxurious,1984,carrying,1904,was dull,1155,not pleased the,1171,bum,1121,Fit great,75,bothersome the,2997,pretty cheap,1053,The were very
sentiment,2947,Immediately the,403,be lifesaver,1642,am small,1466,cute and,128,and eager,2622,never issue,346,GOOD,981,n't there,942,well nice,1051,Itchy,1600,so atrocious,1350,support !,1203,is nice,2122,is ridiculous And,2550,the are really,2714,fits well,712,are comfortable good,314,are tight,2658,is nice and,147,much easier
sentiment,878,are already mess,2207,very comfortable well,2329,sensitive but,2815,unbelievably well,3012,were super and,1199,PERFECT,2002,and likes,2165,pain,176,is attractive,3025,The are particularly,2117,dust and accidentally,837,super cute and,951,Cute Comfy Sexy,2331,are durable and,2542,now love,1689,invisible And,2472,'re good,1570,Very too,2078,disappointed very,944,was n't expensive
sentiment,2996,Works !,2311,Just like,269,free,2039,is perfect,1362,good but,169,again Recommend,1898,is probably best,2759,was when,161,is adorable,1339,problem before,2976,Junk,2223,not obviously,2667,are bulky and,2086,are scratchy and,2204,the falls,2845,The are bothersome,1369,disappointed the,1266,now eager,1998,not too,482,the was difficult
sentiment,423,is VERY,1636,was bad,479,very stylish,335,the stuck,1980,Died,290,is all,1395,and gorgeous,1596,is cheap and,228,does not,242,well noticeably,535,how the,388,definitely not,577,WORST,1849,Not warm,1069,Overall just,10,are undersized,1981,bad,1357,available and normally,1761,mess,845,loved and
sentiment,1009,excellent comfortable,2020,love well,3131,complaints n't,233,absolutely not,1687,pretty and vibrant,464,right away,1049,was off,897,needless the,447,The is horrible,2586,IS NOT BROKE,1620,So about,3128,very not,3106,not super,1874,sadly,1611,problem just,353,all Returned,1287,be very comfortable,2670,top cute,2918,is weird,2021,perfect and exactly
sentiment,263,are already,2854,and sharp,1320,the was already,2292,warm but,55,is soft flexible,1779,too so,30,Love love love,1412,bad the,250,loves and,199,like watch,1589,warm,282,are comfortable pretty,2008,is lighter,2635,n't consistent,16,the were loose,1615,is excellent comfortable,1830,is generally uncomfortable,313,are trendy comfy,398,much better,2079,scratchy somewhat
sentiment,768,now super comfortable,1787,poorly and poorly,456,Cute Comfy and,908,Comfortable,414,Decent,1860,However the,2789,great work Nice,2151,comfort great,1251,NOT EVEN,1012,complains incorrect,205,positive,2954,are great work,1659,'m highly upset,373,cold when,2645,are really,1897,was satisfied,1748,Sent back,1772,buried,2343,poorly together,60,fit properly
sentiment,2827,misplaced,2775,CHEAP NOT,2685,year,948,absolutely the,52,not more,1226,disappointed when,1792,gained,1127,top And,248,n't more,386,are more comfortable,555,are pretty vibrant,402,sorry,2032,is really happy,2171,removed,3062,fits great,268,very picky,1893,are tacky,657,'s hard,2540,undersized and,567,strong easy
sentiment,231,Flare the,825,is n't great,2687,wrong,485,pardon,1895,was awful and,2518,fairly comfortable and,58,grand,1373,sexy good and,1279,the is also,2266,NOT at,2629,'re great,1282,fits nice,1614,the are so,1188,long The,2428,and perfectly,2404,deceiving and not,2344,is still,1715,been near,180,'m picky,1172,'re most comfortable
sentiment,1065,super soft like,2363,fit right,2208,the cold,160,but,428,Excellent consistent,2176,Not happy,3013,support comfort,2255,Unfortunately when,2660,the cheap,1377,n't straight,1795,well and pretty,779,IS NOT,2826,were extremely,925,are durable,1310,supportive and too,628,trendy comfy,515,tops,1718,support work,270,Not The,252,the were WAY
sentiment,1606,smell,3039,garbage,671,years,2182,was really disappointed,653,cute and perfect,1713,were really,832,are cheap,2916,Also the,42,are beautiful and well,707,Does n't,2302,are definetely,3082,nice,201,'re very,2313,n't at,254,n't properly,2348,defective So,1983,be smaller,102,ideal for,1922,The is much,1753,not particuarly
sentiment,2380,The is worn,2386,are very durable,194,favorite But,2130,was great,2927,lost,397,thinner But,1329,much more,135,not recommend,575,are only enough,452,drab,1889,well even,2229,happy and,1848,been hard,2879,problem cheaply,3021,support for,271,is very stiff,1439,the was too,453,soft for,1257,are surprisingly,2509,am normally satisfied
sentiment,2907,is NOT,3098,the was when,503,attractive,2987,first Good solid,466,are undersized and,2135,cute !,490,real durable,1765,shine well and,2606,'s worth,3004,won guarantee,1358,swollen NOT,387,and vibrant,3052,YEARS,1551,the are super,874,at like,1154,'s fine,1945,is good and nice,1406,generally uncomfortable,1364,nt fit,799,are super comfortable
sentiment,834,WAY TOO,875,useless,1736,well comfortable,235,love awesome,156,not the,1834,was waste,2261,roomy and perfect,2393,Just the,197,losing,852,fallen,2206,Definitely not,1409,stiff never,2556,problem the,3110,are as,2370,warm and not,2571,likes and,516,instead The,2598,poor and as,2971,way small,1431,was supportive
sentiment,1,not like the,1544,was very upset,605,'s just cute,2437,totally the,1083,soft works fine,1865,squeaky noise,558,is not good,192,is not scratchy,2461,scratchy,2486,even the,2366,also return,1930,bad and,793,are not perfect,2767,fit promised,1990,hurt the,1949,was weird,1468,The is WAY,2579,is definitely poorly,3065,also smaller,727,wrongly
sentiment,2966,apparently right,246,loser,66,So more,1529,was VERY disappointed,406,fit fine,511,Worst ever,2855,good support and,588,just cute,2948,work favorite,2030,'m returning,562,the pain,1959,were Gold and,1446,was very disappointed,753,Thus far,2099,are also,3030,unnatural,581,and sexy,3090,awkward,1504,much small,71,improved but
sentiment,1730,is Totally,1224,But,1259,n't So,2401,perfect loves,458,been broken,594,are fairly and,1640,top,2031,be thicker,467,not,508,definitely there,3018,and fine,255,exclusively work,955,wrong and,2545,RETURN,713,so beautiful,2387,The is too,2643,is rather,377,nice !,2166,Great,962,are pain
sentiment,949,just always,163,properly GUARANTEE,2183,are well and good,743,'m really happy,1774,the is stuck,2341,just boring,1297,Needless,2853,been consistent,2263,n't fault,3046,are available variety,2180,rolled,2740,were inexpensive,2809,is why,2704,comfortable,940,are deceiving,2719,wholeheartedly,1117,was perfect loves,1298,BETTER,2339,still comfortably,1390,are bothersome
sentiment,872,So lost,579,n't exactly,475,are doubtful,1248,are extremely comfortable,543,the terrible,2830,were good inexpensive,2686,not fit,2214,forever very,2200,happy time,1612,sending,2611,was Rockabilly,601,then the,1790,Soft,2814,good recommended,1886,inside there,183,are n't consistent,1762,order,2504,comfortable months,2712,warm and like,732,robust !
sentiment,1424,too difficult,2318,not pleased,2516,warmer and,2735,really happy,2389,The were already,1294,limited,1554,vastly improved,2805,the useless,395,is way hot,1952,Very stiff,2822,is definitely,2327,all the,2232,fit awesome,219,Decent and,2324,LOVES !,1162,is not adjustable,930,Not correctly,2137,is thicker,3017,the is bad,827,consistent years
sentiment,917,the is definitely,641,was pretty,2364,hung,1184,Cheap,2755,warm like,2773,is always nice,2546,'s pretty and,2756,hesitant when,1670,where the,1763,well very,2942,right !,2398,smallish,1545,firmly the,1301,was sad,24,'re not like,2564,bulky The,1321,is very poorly,2307,is not attractive,2749,poor Dissapointed,1927,the dirt
sentiment,1825,n't available,1871,just charm,795,why hell,2946,quite disappointed,1565,were scratchy,109,n't worn,1355,loose,1940,undersized cheap,1951,stiff and just,1311,lightly where,1275,send,1716,Not worth the,3003,wound,803,back the,80,Not worth,1794,very bulky,1566,durable and very,299,WELL,524,sad when,1242,n't really
sentiment,3075,comfortable and very,1541,and protective,3028,great comfy,1723,perfectly,1639,tarnished and,770,also loved roomy,3127,is top,1592,strong and,556,not worth,3055,too So,1721,been impressed,1704,n't around,2222,cool but,945,support and,2656,all wonderful,2616,impossible even,241,are trendy and comfy,1807,great bag,2890,reliable watch,2468,not happy
sentiment,2184,hassle,1814,hates falling,693,Definitely the,1588,broke,629,hard maybe,2605,not why,2456,near perfect,244,is great and,470,and fast,974,The is simply,232,moved,2491,is just boring,2913,am not terribly,854,well likes,1151,available,1494,durable for,393,hook,858,were great,2644,work great,2872,glare issues
sentiment,1197,'re super warm,624,was always great,500,sleazy Gross,1200,are as good,35,not warm enough,2892,nicely,1014,joke and,800,fit comfortable,120,actually ugly,589,returning,170,m so,3054,cringe,809,really good polished,1798,very just,224,lost about,2419,support day,2831,Also lies,1643,the is still,29,super nice,2896,cute but
sentiment,2100,excellent comfortable and,1173,is concerned,476,near impossible,2937,is better,2191,NOT the,907,disappointed tank,2284,are soft and,3101,anymore Thank,405,hurt at,498,smooth,1055,be good,2142,now how,999,clearly n't,2452,is hot,602,very durable,2636,already off,1255,when buckle,2076,about now,649,'s very pretty,2283,Gold and
sentiment,722,Much better,1560,wife,2152,'s too,2416,ugly n't,2543,is already,1738,not properly,2019,was itchy,220,be bulky,1101,love love,560,the Shame,2011,damage Unbelievable,590,was more,823,Excellent,711,the bitter,1158,beautiful well,574,somehow so,1304,the worn,796,The Shock,1786,either Not,315,Better
sentiment,1832,better,564,been durable and,699,NEVER WORST,774,perfect !,2281,the smell,1782,aching and,2107,picky,1146,recommend !,1487,is just shame,1086,the are only,1527,were uncomfortable,1040,swelling just,1660,'S PRETTY,3051,beautifully,760,the is just,368,were hard and,2396,and decent,0,Would not,493,is n't fault,2087,n't complain
sentiment,2084,was ridiculously,2447,liked but,3033,disappointing The,1701,and good,912,The were super,1946,very difficult,407,were n't like,2910,disappointing the,426,was how scratchy,429,be issues,1537,The are not,472,super but,140,then there,1262,are roomy and,2431,absolutely idolize,1308,is confusing,1129,less interesting,2515,was very good,1965,n't very,2397,back right
sentiment,1840,still too,831,were even Lucky,509,was not,1575,now return,2849,be safe and like,2929,stylish and,1888,were muddy and,264,always loved,2601,negative,824,barely even,849,good time,2669,are clunky,1033,very pretty,2730,am returning,606,'s as,2360,well for,1997,lies weird,2665,not best,1549,are easier,961,is awesome comfortable
sentiment,1908,stigma,682,breaking,382,are stylish and,121,is backwards,826,is super nice,2914,correctly,2825,are also comfortable,1093,durable great,2463,n't that,1974,was so,1237,are useful,3000,work for,1319,be supportive,1591,not good,583,The awful,381,is very cheap,337,quite cheap,2723,cheap Very,667,be refunded,532,smoother but
sentiment,1411,nice and sexy,2246,like for,2625,good good,1147,When returned,2,is garbage,2911,easily the,2050,refund and,449,m so irritated,1467,ready for,1460,also great,2646,was VERY,1423,the be very,2010,pretty sturdy and,2114,were like,3095,well worth,1447,are awesome,1573,the be too,701,scratch the,1177,lost now,1506,awesome comfortable
sentiment,2167,'re more comfortable,427,is fraudulent,2799,is every,3047,sexy,3038,fast,1495,favorite but,978,too Not,785,is really bad,1234,best,1562,were super fast,2312,work Nice and,184,was rather disappointed,2155,hated the,2298,dark,525,n't great,877,abuse hard,2192,now not,2532,dust and,2675,was so disappointed,1855,The was awful
sentiment,2175,fast but,2405,comfortable and,2769,do not,2106,flimsy cheap,2198,not bulky,2478,'s too bad,3024,was quite disappointed,1276,and liked,1113,Very confusing,2216,as cheaply,790,back Hopefully,2912,are perfect,1058,invisible,2425,bust and,2802,so awkward,2897,is soft and flexible,2333,definitely poorly,792,is unpleasant,2774,trash,702,not blister
sentiment,1857,comfort amazing,1646,not that,297,Great great fun,2567,Not at,3068,was so glad,1558,Immediately ripped,2527,not entirely,2146,be pretty,2358,The is half,904,MUCH SMALLER,2353,and excited,666,the Worst,2989,The odd,2609,nightmare The,49,is really great,1812,is flattering,1470,are stiff,644,Did n't,1754,atrocious when,2479,was n't enough
sentiment,2731,Very very,487,loser the,1856,adorable but,2668,broke The,1354,loves,1464,correct,1728,buckle,2006,uncomfortable,1344,more affordable,2435,the dark,1734,uncomfortable and,898,cheaper for,815,and honest,1727,expensive,1695,only thicker,1006,supportive for,1678,liked work,2154,and happily,300,the was disappointment,1451,real once
sentiment,17,comfortable and comfortable,331,perfect weight,2873,extremely disappointing,3109,NOT fit,545,comfortable well and,2583,Trust Good,2676,confusing How,1978,comfortable nothing,53,be when transparent,1515,And love,1564,n't well,1627,was hugely,1942,was poor and,340,and comfy,2824,low the,1699,Very disappointed,554,very skinny,366,undersized,136,n't fitting,1567,enough
sentiment,2464,AND WELL,1771,fit good,1341,scratchy the,198,very attractive comfortable,2211,was cheap and,2764,Cute modern,1702,clunky and,571,cute and so,2129,not ugly,2649,n't flattering the,3029,is way,172,like better,938,concerns the,1371,never back,1207,liked work and,876,securely,2828,totally satisfied,710,soft,1597,is n't,915,great time
sentiment,584,not where,1629,best and most,658,available and,3063,would n't,521,is stiff,2796,'m avid,812,how comfy,636,are so better,2406,Very small,436,fell,1303,was n't bad,548,prompt refund,468,was always,2624,very dull,32,durable and great,2839,EVEN THE,3048,not flashy,2777,well and very,963,PERFECT !,789,ever impressed works
sentiment,918,the stigma,249,the killer,1800,nice but,243,loved but,185,pretty the,1769,are smaller,807,Not recommend,2576,was amazing,668,very bad,879,comfortable well,804,very fast,2864,be too,2149,is unbelievably,127,The oddest,2856,super cute,547,Vanity disappointing,1307,like good,2057,worst how,2373,immediately the,2697,Good solid
sentiment,350,quite the,412,super and,889,are small,538,glad,534,and thrilled,2269,nice compliment,1370,pardon !,2365,too Sadly,2535,the is generally,645,pain the,2521,itchy n't,216,strange,784,is poorly and,1417,'re super and,1863,vibrant,1923,broken The,1043,was correct,1214,cheap n't,2936,comfortable accurate and,2630,happy and so
sentiment,3107,was very nice,635,am not,1426,Cute and Sexy,1316,Not right,84,especially the,2713,securely and,855,was upset,305,bust itchy,2811,Great glad,1104,most flattering,85,were very good,1513,returned,1034,and improved,1450,Poor,81,great love,295,important good,1441,very good well,2140,The is super,1594,'s why,291,be warned
sentiment,1617,flawed,1540,plenty good enough,3035,very there,67,nice and smooth,965,n't tarnish,820,be well and,1497,n't else,124,pretty but,317,bust too,3111,as soon,212,overall like,1205,exactly work favorite,895,variety and very,2224,scratch,2476,"of:""sorry return",2279,and LOVES,1128,kinda interesting comfortable,600,the was much,1586,and top,1488,be best
