,eidx,aidx,pattern,phrase,TQBAFc_level,TQBAFc_base_score,TQBAFc_class,TQBAFc_strength,TQBAFc'_base_score,TQBAFc'_class,TQBAFc'_strength,BQBAFc_level,BQBAFc_base_score,BQBAFc_class,BQBAFc_strength,BQBAFc'_base_score,BQBAFc'_class,BQBAFc'_strength
970,104,13,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",ME UR NETHING,3,0.6206162132372631,Positive,0.6206162132372631,0.6206162132372631,Positive,0.6206162132372631,1,0.6206162132372631,Positive,0.8229311123526503,0.6206162132372631,Positive,0.8229311123526503
971,104,17,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",""" EY",2,0.5654686971195718,Negative,0.7336397943393922,0.5654686971195718,Negative,0.7336397943393922,2,0.5654686971195718,Negative,0.4500263344765765,0.5654686971195718,Negative,0.4500263344765765
972,104,18,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",EY DOWNON,2,0.18930163936975522,Positive,0.5406536150138809,0.18930163936975522,Positive,0.5406536150138809,2,0.18930163936975522,Positive,0.30474400201275054,0.18930163936975522,Positive,0.30474400201275054
973,104,21,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",""" EY CALM",3,0.041988758158458706,Positive,0.041988758158458706,0.041988758158458706,Positive,0.041988758158458706,1,0.041988758158458706,Positive,0.019290490035557606,0.041988758158458706,Positive,0.019290490035557606
974,104,22,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",EY !,2,0.4994166021573368,Negative,0.24114674506894973,0.4994166021573368,Negative,0.24114674506894973,2,0.4994166021573368,Negative,0.38397423951434145,0.4994166021573368,Negative,0.38397423951434145
975,104,23,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",EY CALM DOWNON,3,0.5279140537707697,Positive,0.5279140537707697,0.5279140537707697,Positive,0.5279140537707697,1,0.5279140537707697,Positive,0.8826009538925321,0.5279140537707697,Positive,0.8826009538925321
976,104,25,"[['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",HAVENTCN IN,2,0.28346900645745804,Negative,0.40430896054050647,0.28346900645745804,Negative,0.40430896054050647,2,0.28346900645745804,Negative,0.03716512225824953,0.28346900645745804,Negative,0.03716512225824953
977,104,32,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN']]",ITXT U,2,0.4947560564720762,Negative,0.6204330173276887,0.4947560564720762,Negative,0.6204330173276887,2,0.4947560564720762,Negative,0.37931369382908087,0.4947560564720762,Negative,0.37931369382908087
978,104,33,[['SPACY:POS-SYM']],/,1,0.8947083868360423,Positive,0.8947083868360423,0.8947083868360423,Positive,0.8947083868360423,1,0.8947083868360423,Positive,0.8947083868360423,0.8947083868360423,Positive,0.8947083868360423
979,104,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
980,104,45,"[['SPACY:POS-PROPN'], ['LEMMA:.']]",J .,3,0.310589607052116,Positive,0.310589607052116,0.310589607052116,Positive,0.310589607052116,1,0.310589607052116,Positive,0.21459604717353065,0.310589607052116,Positive,0.21459604717353065
981,104,46,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",UP4 NETHING J,3,0.8485546377300334,Negative,0.8485546377300334,0.8485546377300334,Negative,0.8485546377300334,1,0.8485546377300334,Negative,0.6303688658315186,0.8485546377300334,Negative,0.6303688658315186
982,104,47,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN'], ['SPACY:POS-PROPN']]",DOWNON THEACUSATIONS U,3,0.4038977753644209,Positive,0.4038977753644209,0.4038977753644209,Positive,0.4038977753644209,1,0.4038977753644209,Positive,0.5625831086788995,0.4038977753644209,Positive,0.5625831086788995
983,104,48,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",AGES ME IF,3,0.24167990816609686,Negative,0.24167990816609686,0.24167990816609686,Negative,0.24167990816609686,1,0.24167990816609686,Negative,0.07653013130895925,0.24167990816609686,Negative,0.07653013130895925
984,104,49,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",EY ! DOWNON,3,0.37072284322531784,Positive,0.37072284322531784,0.37072284322531784,Positive,0.37072284322531784,1,0.37072284322531784,Positive,-0.2621449161709009,-0.37072284322531784,Negative,0.2621449161709009
985,104,57,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",RING ME UR,3,0.2513539217112251,Negative,0.2513539217112251,0.2513539217112251,Negative,0.2513539217112251,1,0.2513539217112251,Negative,0.4283527164249188,0.2513539217112251,Negative,0.4283527164249188
986,104,60,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",EY ! CALM,3,0.37833095259809935,Negative,0.37833095259809935,0.37833095259809935,Negative,0.37833095259809935,1,0.37833095259809935,Negative,0.699337679714973,0.37833095259809935,Negative,0.699337679714973
987,104,69,"[['SPACY:POS-ADP'], ['SPACY:POS-PROPN']]",IN AGES,2,0.20980082797821806,Negative,0.20980082797821806,0.20980082797821806,Negative,0.20980082797821806,1,0.20980082797821806,Negative,-0.036503056220990454,-0.20980082797821806,Positive,0.036503056220990454
988,104,72,[['SPACY:POS-ADP']],AT,1,0.3925845646686396,Positive,0.40142993193988663,0.3925845646686396,Positive,0.40142993193988663,3,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
989,104,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",DOWNON THEACUSATIONS,1,0.2856289210627021,Positive,0.5749727575036534,0.2856289210627021,Positive,0.5749727575036534,2,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
990,104,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",! DOWNON,1,0.5368741995176334,Negative,0.3515127779049745,0.5368741995176334,Negative,0.3515127779049745,2,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
991,104,89,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",EY DOWNON THEACUSATIONS,3,0.1747898975174816,Positive,0.1747898975174816,0.1747898975174816,Positive,0.1747898975174816,1,0.1747898975174816,Positive,0.46997635905520796,0.1747898975174816,Positive,0.46997635905520796
992,104,96,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",U AGES ..,3,0.09703139055467631,Negative,0.09703139055467631,0.09703139055467631,Negative,0.09703139055467631,1,0.09703139055467631,Negative,0.17715407765013408,0.09703139055467631,Negative,0.17715407765013408
993,104,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",WOTU AT,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.44676178308682246,0.3159002615306093,Positive,0.44676178308682246
995,105,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
996,105,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",lt;#&gt inches,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
997,105,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",; inches,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
999,106,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
1000,106,62,"[['LEMMA:to', 'SPACY:POS-ADP']]",to,2,0.5199640501080655,Negative,0.5199640501080655,0.5199640501080655,Negative,0.5199640501080655,1,0.5199640501080655,Negative,0.49275817086522156,0.5199640501080655,Negative,0.49275817086522156
1001,106,72,[['SPACY:POS-ADP']],of,1,0.3925845646686396,Positive,0.4485028011452162,0.3925845646686396,Positive,0.4485028011452162,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1002,106,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",wit kz,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
1003,106,76,[['HYPERNYM:message.n.02']],wit,1,0.19380974620942865,Negative,0.19380974620942865,0.19380974620942865,Negative,0.19380974620942865,1,0.19380974620942865,Negative,0.19380974620942865,0.19380974620942865,Negative,0.19380974620942865
1004,106,88,[['LEMMA:to']],to,1,0.16908640309147593,Negative,0.42906842814550866,0.16908640309147593,Negative,0.42906842814550866,2,0.16908640309147593,Negative,0.16908640309147593,0.16908640309147593,Negative,0.16908640309147593
1005,106,90,[['HYPERNYM:communication.n.02']],wit,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891
1006,106,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",pleasure of,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.5121925438649291,0.3159002615306093,Positive,0.5121925438649291
1008,107,10,[['SPACY:POS-PROPN']],Den,1,0.9235389011439626,Positive,-0.0017237675479182535,-0.9235389011439626,Negative,0.001723767547918309,3,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
1009,107,17,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",... Den,2,0.5654686971195718,Negative,0.5654686971195718,0.5654686971195718,Negative,0.5654686971195718,1,0.5654686971195718,Negative,0.33458397183358113,0.5654686971195718,Negative,0.33458397183358113
1010,107,18,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",Den chiong,2,0.18930163936975522,Positive,0.276696588128496,0.18930163936975522,Positive,0.276696588128496,2,0.18930163936975522,Positive,0.4201863646557459,0.18930163936975522,Positive,0.4201863646557459
1011,107,25,"[['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",Den on,2,0.28346900645745804,Negative,0.28346900645745804,0.28346900645745804,Negative,0.28346900645745804,1,0.28346900645745804,Negative,-0.14370800116285243,-0.28346900645745804,Positive,0.14370800116285243
1012,107,32,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN']]",Wasted Den,2,0.4947560564720762,Negative,0.4947560564720762,0.4947560564720762,Negative,0.4947560564720762,1,0.4947560564720762,Negative,0.2638713311860855,0.4947560564720762,Negative,0.2638713311860855
1013,107,72,[['SPACY:POS-ADP']],on,1,0.3925845646686396,Positive,0.5667503229705199,0.3925845646686396,Positive,0.5667503229705199,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1014,107,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",chiong sat,1,0.2856289210627021,Positive,0.3730238698214429,0.2856289210627021,Positive,0.3730238698214429,2,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
1015,107,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",... chiong,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
1016,107,89,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",Den chiong sat,3,0.1747898975174816,Positive,0.1747898975174816,0.1747898975174816,Positive,0.1747898975174816,1,0.1747898975174816,Positive,0.8806051832359296,0.1747898975174816,Positive,0.8806051832359296
1017,107,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",chiong on,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.5121925438649291,0.3159002615306093,Positive,0.5121925438649291
1019,108,72,[['SPACY:POS-ADP']],in,1,0.3925845646686396,Positive,0.7084848261992489,0.3925845646686396,Positive,0.7084848261992489,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1020,108,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",movies laptop,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
1021,108,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",movies in,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.7084848261992489,0.3159002615306093,Positive,0.7084848261992489
1031,111,10,[['SPACY:POS-PROPN']],Gud,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
1033,112,62,"[['LEMMA:to', 'SPACY:POS-ADP']]",to,2,0.5199640501080655,Negative,0.5199640501080655,0.5199640501080655,Negative,0.5199640501080655,1,0.5199640501080655,Negative,0.2964658885309018,0.5199640501080655,Negative,0.2964658885309018
1034,112,72,[['SPACY:POS-ADP']],to,1,0.3925845646686396,Positive,0.13260253961460688,0.3925845646686396,Positive,0.13260253961460688,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1035,112,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",lt;#&gt mins,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
1036,112,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",; mins,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
1037,112,88,[['LEMMA:to']],to,1,0.16908640309147593,Negative,0.42906842814550866,0.16908640309147593,Negative,0.42906842814550866,2,0.16908640309147593,Negative,0.16908640309147593,0.16908640309147593,Negative,0.16908640309147593
1039,113,72,[['SPACY:POS-ADP']],fr,1,0.3925845646686396,Positive,0.7084848261992489,0.3925845646686396,Positive,0.7084848261992489,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1040,113,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",part oredi,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
1041,113,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",.. Ã¼,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
1042,113,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",Ã¼ fr,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.7084848261992489,0.3159002615306093,Positive,0.7084848261992489
1044,114,10,[['SPACY:POS-PROPN']],receiptsâ€”well,1,0.9235389011439626,Positive,-0.5759218804975275,-0.9235389011439626,Negative,0.5759218804975275,2,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
1045,114,17,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",! ¦,2,0.5654686971195718,Negative,0.5654686971195718,0.5654686971195718,Negative,0.5654686971195718,1,0.5654686971195718,Negative,0.33458397183358113,0.5654686971195718,Negative,0.33458397183358113
1046,114,22,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",receiptsâ€”well !,2,0.4994166021573368,Negative,0.4994166021573368,0.4994166021573368,Negative,0.4994166021573368,1,0.4994166021573368,Negative,0.26853187687134616,0.4994166021573368,Negative,0.26853187687134616
1047,114,32,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN']]",need receiptsâ€”well,2,0.4947560564720762,Negative,0.4947560564720762,0.4947560564720762,Negative,0.4947560564720762,1,0.4947560564720762,Negative,0.2638713311860855,0.4947560564720762,Negative,0.2638713311860855
1048,114,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
1049,114,63,"[['SPACY:POS-DET'], ['SPACY:POS-PROPN']]",any receiptsâ€”well,2,0.06018057410749461,Positive,0.06018057410749461,0.06018057410749461,Positive,0.06018057410749461,1,0.06018057410749461,Positive,0.29106529939348524,0.06018057410749461,Positive,0.29106529939348524
1050,114,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",. number,1,0.5368741995176334,Negative,0.15890165589782773,0.5368741995176334,Negative,0.15890165589782773,2,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
1051,114,90,[['HYPERNYM:communication.n.02']],number,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891
1052,114,98,"[['LEMMA:.'], ['SPACY:POS-NOUN']]",. number,2,0.37797254361980565,Positive,0.37797254361980565,0.37797254361980565,Positive,0.37797254361980565,1,0.37797254361980565,Positive,-0.15890165589782773,-0.37797254361980565,Negative,0.15890165589782773
1054,115,72,[['SPACY:POS-ADP']],in,1,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396,1,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1056,116,1,[['SPACY:POS-NUM']],86888,1,1.182645880085895,Positive,4.415045686575064,1.182645880085895,Positive,4.415045686575064,2,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
1057,116,3,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NUM']]",: 86888,2,0.6131063978076532,Positive,0.6131063978076532,0.6131063978076532,Positive,0.6131063978076532,1,0.6131063978076532,Positive,0.7206196596336436,0.6131063978076532,Positive,0.7206196596336436
1058,116,6,"[['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",to 86888,2,0.3246880184788151,Positive,0.3246880184788151,0.3246880184788151,Positive,0.3246880184788151,1,0.3246880184788151,Positive,0.5107181932385335,0.3246880184788151,Positive,0.5107181932385335
1059,116,9,"[['LEMMA:to'], ['SPACY:POS-NUM']]",to 86888,2,1.0247622679211215,Positive,1.0247622679211215,1.0247622679211215,Positive,1.0247622679211215,1,1.0247622679211215,Positive,1.090003928974243,1.0247622679211215,Positive,1.090003928974243
1060,116,12,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN'], ['SPACY:POS-NUM']]",Subscribe6GBP mnth 3hrs,2,0.7142760543500215,Positive,0.7142760543500215,0.7142760543500215,Positive,0.7142760543500215,1,0.7142760543500215,Positive,1.107418237238714,0.7142760543500215,Positive,1.107418237238714
1061,116,15,"[['SPACY:POS-NUM'], ['SPACY:POS-NUM']]",3hrs 16,2,0.7566785717245577,Positive,0.7566785717245577,0.7566785717245577,Positive,0.7566785717245577,1,0.7566785717245577,Positive,0.8641918335505481,0.7566785717245577,Positive,0.8641918335505481
1062,116,16,[['LEMMA:call']],CALL,1,0.7208903038469555,Positive,0.9547221046954693,0.7208903038469555,Positive,0.9547221046954693,2,0.7208903038469555,Positive,0.7208903038469555,0.7208903038469555,Positive,0.7208903038469555
1063,116,19,"[['SPACY:POS-NUM'], ['SPACY:POS-ADP']]",3hrs www.gamb.tv,2,0.21491676504384122,Positive,0.21491676504384122,0.21491676504384122,Positive,0.21491676504384122,1,0.21491676504384122,Positive,0.4009469398035596,0.21491676504384122,Positive,0.4009469398035596
1064,116,20,"[['SPACY:POS-ADJ'], ['SPACY:POS-NUM']]",your 3,2,0.6752096220186283,Positive,0.6752096220186283,0.6752096220186283,Positive,0.6752096220186283,1,0.6752096220186283,Positive,0.7827228838446187,0.6752096220186283,Positive,0.7827228838446187
1065,116,27,"[['SPACY:POS-NUM'], ['SPACY:POS-VERB']]",86888 claim,2,0.2901356965947908,Negative,0.2901356965947908,0.2901356965947908,Negative,0.2901356965947908,1,0.2901356965947908,Negative,0.18262243476880036,0.2901356965947908,Negative,0.18262243476880036
1066,116,28,[['LEMMA:txt']],Txt,1,2.0711689048522004,Positive,2.0711689048522004,2.0711689048522004,Positive,2.0711689048522004,1,2.0711689048522004,Positive,2.0711689048522004,2.0711689048522004,Positive,2.0711689048522004
1067,116,33,[['SPACY:POS-SYM']],/,1,0.8947083868360423,Positive,0.8947083868360423,0.8947083868360423,Positive,0.8947083868360423,1,0.8947083868360423,Positive,0.8947083868360423,0.8947083868360423,Positive,0.8947083868360423
1068,116,39,[['LEMMA:claim']],claim,1,0.9742260298613743,Positive,0.9742260298613743,0.9742260298613743,Positive,0.9742260298613743,1,0.9742260298613743,Positive,0.9742260298613743,0.9742260298613743,Positive,0.9742260298613743
1069,116,42,"[['SPACY:POS-NOUN'], ['LEMMA:to']]",hours to,2,0.3680294909165491,Positive,0.3680294909165491,0.3680294909165491,Positive,0.3680294909165491,1,0.3680294909165491,Positive,0.32575789014368006,0.3680294909165491,Positive,0.32575789014368006
1070,116,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
1071,116,54,"[['SPACY:POS-NUM'], ['SPACY:POS-ADJ']]",86888 your,2,0.1067121177848705,Negative,0.1067121177848705,0.1067121177848705,Negative,0.1067121177848705,1,0.1067121177848705,Negative,-0.0008011440411199583,-0.1067121177848705,Positive,0.0008011440411199583
1072,116,59,"[['HYPERNYM:communication.n.02'], ['SPACY:POS-NUM']]",reward 3,2,0.9835923931990215,Positive,0.9835923931990215,0.9835923931990215,Positive,0.9835923931990215,1,0.9835923931990215,Positive,1.8749893481199011,0.9835923931990215,Positive,1.8749893481199011
1073,116,62,"[['LEMMA:to', 'SPACY:POS-ADP']]",to,2,0.5199640501080655,Negative,0.5199640501080655,0.5199640501080655,Negative,0.5199640501080655,1,0.5199640501080655,Negative,0.4837187379472065,0.5199640501080655,Negative,0.4837187379472065
1074,116,72,[['SPACY:POS-ADP']],to,1,0.3925845646686396,Positive,0.9521369937550581,0.3925845646686396,Positive,0.9521369937550581,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1075,116,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",reward hours,1,0.2856289210627021,Positive,0.6427669482377129,0.2856289210627021,Positive,0.6427669482377129,2,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
1076,116,76,[['HYPERNYM:message.n.02']],reward,1,0.19380974620942865,Negative,0.24067446638784873,0.19380974620942865,Negative,0.24067446638784873,2,0.19380974620942865,Negative,0.19380974620942865,0.19380974620942865,Negative,0.19380974620942865
1077,116,78,"[['SPACY:POS-PUNCT'], ['LEMMA:to']]",: to,2,0.5666891212015219,Positive,0.5666891212015219,0.5666891212015219,Positive,0.5666891212015219,1,0.5666891212015219,Positive,0.524417520428653,0.5666891212015219,Positive,0.524417520428653
1078,116,85,"[['HYPERNYM:message.n.02'], ['SPACY:POS-NUM']]",reward 3,2,0.09372944035684015,Negative,0.09372944035684015,0.09372944035684015,Negative,0.09372944035684015,1,0.09372944035684015,Negative,0.18002592474027834,0.09372944035684015,Negative,0.18002592474027834
1079,116,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",: No,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334,1,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
1080,116,88,[['LEMMA:to']],to,1,0.16908640309147593,Negative,-1.018031317933123,-0.16908640309147593,Positive,1.0180313179331228,2,0.16908640309147593,Negative,0.16908640309147593,0.16908640309147593,Negative,0.16908640309147593
1081,116,90,[['HYPERNYM:communication.n.02']],reward,1,0.7838836930948891,Positive,1.2756798896944,0.7838836930948891,Positive,1.2756798896944,2,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891
1082,116,94,"[['LEMMA:call'], ['SPACY:POS-ADP']]",CALL to,2,0.4676636016970274,Positive,0.4676636016970274,0.4676636016970274,Positive,0.4676636016970274,1,0.4676636016970274,Positive,1.2670708184777109,0.4676636016970274,Positive,1.2670708184777109
1083,116,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",reward of,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.3944171744643372,0.3159002615306093,Positive,0.3944171744643372
1085,117,10,[['SPACY:POS-PROPN']],Orh,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626,1,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
1087,118,72,[['SPACY:POS-ADP']],For,1,0.3925845646686396,Positive,0.7084848261992489,0.3925845646686396,Positive,0.7084848261992489,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
1088,118,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",fear of,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.7084848261992489,0.3159002615306093,Positive,0.7084848261992489
1090,119,1,[['SPACY:POS-NUM']],4,1,1.182645880085895,Positive,3.816517580503899,1.182645880085895,Positive,3.816517580503899,3,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
1091,119,3,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NUM']]",! 4,2,0.6131063978076532,Positive,0.15707541554380866,0.6131063978076532,Positive,0.15707541554380866,2,0.6131063978076532,Positive,0.76093713281839,0.6131063978076532,Positive,0.76093713281839
1092,119,4,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",Costa Del,2,1.0984470320493276,Positive,2.7756671686511973,1.0984470320493276,Positive,2.7756671686511973,3,1.0984470320493276,Positive,1.252370182239988,1.0984470320493276,Positive,1.252370182239988
1093,119,5,"[['LEMMA:call'], ['SPACY:POS-NUM']]",Call 09050090044,2,2.1461495994520985,Positive,3.0467579572630012,2.1461495994520985,Positive,3.0467579572630012,2,2.1461495994520985,Positive,2.6544254863863133,2.1461495994520985,Positive,2.6544254863863133
