task_code,phraseid_1,phrase_1,phraseid_2,phrase_2,phraseid_3,phrase_3,phraseid_4,phrase_4,phraseid_5,phrase_5,phraseid_6,phrase_6,phraseid_7,phrase_7,phraseid_8,phrase_8,phraseid_9,phrase_9,phraseid_10,phrase_10,phraseid_11,phrase_11,phraseid_12,phrase_12,phraseid_13,phrase_13,phraseid_14,phrase_14,phraseid_15,phrase_15,phraseid_16,phrase_16,phraseid_17,phrase_17,phraseid_18,phrase_18,phraseid_19,phrase_19,phraseid_20,phrase_20
spam,348,""" dhina",1761,New Nokia colour,2920,bit of,722,"44 ,",1189,Howz persons story,1874,on Orange,2842,. www.4-tc.biz 2optout,176,121 60p,1578,... U,2570,Tuesday,2109,toughest Earth,1595,. L8ER,1294,video with,2929,. test,1580,want New,2318,SHIT.JUSTFOUND ALETTER,97,Moby Pub Win,689,"Rose , season",2468,. girl,1405,LOOK AMY
spam,2206,Haiyoh,1662,free Free,791,Wewa 130 Iriver,1307,everybody up,530,: 8714714 -,2801,father John,1832,. plans,1898,seven .,2356,BAHAMAS CallFREEFONE 08081560665,1196,Aiyah 2,544,tap spile seven,2158,UR City,262,sense foot,1702,get MATCHED,109,XCHAT,2030,iâ€˜ll,2326,. Mark,2453,role like,910,SATTHEN 4BREKKIE LOVE,1815,Wine dhina vaazhthukkal
spam,2312,.. waves,1432,for 800 -,31,2 ! CallFREEFONE,365,Offer DOUBLE Mins,2239,spree WK .,66,84199,2368,ALETTER 4thNOV.BEHIND,1140,Dear,1058,. T&C,13,! to 85555,1937,on Earth,469,da,1593,free 2,908,XXX pics,2718,Fifty,763,85023 -,828,games TheDailyDraw,2762,customer T&C,416,girl world,2780,Ã¼ fr
spam,1586,"AGO.CUSOON """,162,to 61610,135,Erm Woodland,2006,... chiong,1075,3 !,467,? hope,1161,", havn't",2051,comp to,2677,colour DeliveredTomorrow,611,slices pizza,397,miles from,2283,Whatsup .,2253,Celebrations in,1888,Per,389,HAUGHAIGHGTUJHYGUJ,415,lie ni8,1130,yo,2323,face in,1353,u. 4,557,That i.ll
spam,2885,Mobile,1313,3030 Valid,1339,Update_Now -,594,", INTELLIGENT WOMAN",877,", love",2337,trueÂ¡C RingtoneÂ ¡,2116,TsandCs Reply,2221,chance ur,1778,City Break could,376,! DOWNON,1689,lt;#&gt da .,918,win FA Cup,797,... BSLVYL,1284,phone parents,1620,Baby Great Building,2069,so,196,1000 Txt,2242,IQ Tis IAS,119,times:)lil call,1921,3 FOR
spam,1192,text messages,2838,start March,203,2 . Yar,1508,. 2 claim,1708,call 09065989182,2013,rs in,2321,files computers,1444,Neva .,328,everything with,952,""" GUD",1142,! to,2029,map reading,2244,08718726978 ! 10p,2670,( games,2859,Book lesson,2247,. Â£3.00 16,447,feeling If,679,", IÂ’L",229,IF,907,. SkilGme
spam,2914,New 3510i,2047,. INDIA CUST SERVs,1713,John _ _,338,to 87077 !,1734,daddy to,1695,the Guild,1297,2 our,1018,CHATLINES INCLU MINS,1283,at 18,1703,"20,000 txt",2464,mc ?,1095,. wan,2759,love Mind,491,Statement 800,1280,r to,634,Ambrith,2264,call 09061221066 landline,1081,touch thanks,46,credits www.ringtoneking.co.uk !,615,Merry
spam,1241,as,780,wid,854,package since,306,Earth ...,1879,Chat UK,1706,call friend,826,for Xmas,1901,NEFT with,956,Dun,2551,time flight,2781,", season",1545,wiskey Brandy Rum,2591,4.50 .,2019,"100 20,000",2210,lunch lunch,1347,to 89545,78,", 500 -",1827,gal in,1321,Vegas vegas,2171,last Dad
spam,814,of Man,2940,4 bx420-ip4,174,Haf u,1753,Account Statement shows,121,sister in,541,sch daddy,1894,finish meeting,1269,attempt u,2911,. Mountains,1157,Brandy Rum,335,dwn GUD,2856,; da,2251,. saibaba,1336,LONG SHOWR,2014,walls bunkers,981,lt;#&gt bucks,2444,DOUBLE on,1688,. 08715203652,1887,.. Mind,2156,wednesday .
spam,790,guy out,2252,your Valentine,1371,Ãœ home work,1040,BILL,604,txt ENG,22,? Fifty,2375,in,1141,hole if,347,EY CALM,1857,Promotion Number 8714714,1099,2 OptOut,349,. 2morrow,669,morning Happy New,2636,chiong sat,1087,December .,2041,HI IM AT,2351,. 128 mb,725,- UR City Break,1997,bus on,2691,44 7732584351
spam,1202,operator to,1630,exam march 3,2794,Got Dat,2867,Haf,909,Â– FUCKINNICE!SELFISH DEVIOUSBITCH.ANYWAY,199,cause,1098,Luv to,1715,WK Txt STORE 88039,1244,trueÂ¡C,552,Loved Gud,2154,. way,441,BAHAMAS !,2297,u Txt,51,? Fifty ?,343,. need,1182,.... night,727,are Gud,2563,Call 08715203652 :,2046,account,1640,. Money
spam,1268,reply call,1183,Mins 1000,706,prize Call 09058094454,1507,MMM Fuck Merry,1910,THE LIFT,2287,fun,2660,: 89545,453,", Matrix3",1774,GUARANTEED .,638,Promotion,2544,31 December .,1828,necklace token,2886,. Netcollex Ltd. PO,889,Call 09094646899,659,flirt Reply,2071,files between,2466,", IÂ’L """,598,Near,1950,ericsson oso,1404,TONE FLAG 84199
spam,2877,BABE IM AT,2593,Imprtant r TODAY,979,without,2572,K.k.how,207,u in,1399,TxtNO 4 ads,2661,wnt wid,2235,. move,2418,lesson,1397,02/06/03 is,2704,Txt on,2489,87066 TnC,786,california,1289,what charles,198,WON !,2495,kappa guys,88,2 -,853,: two egg,83,Vodafone customer,886,18
spam,417,who to,1947,dinner tonight,1174,"Â£2,000 Xmas",48,. 3,435,930,2182,Umma .,819,Xmas prize claim,2381,reward 3,1476,Account for 800,1124,Men like,101,HI IM HOME,2169,"May , tomorrow",885,Dat day Ã¼,618,Hope,9,? Randy,825,NEFT,2040,? Cos,2701,admirer who,1211,: www,526,PSXTRA PORTIONS 4
spam,642,side from,757,... Den,473,best 4,2509,Call 09050090044 .,1020,to 61610 .,1775,URGENT ! 4,2389,crab Crab,1090,water season,1315,since,2777,Â£750 prize,2629,tap spile,2627,. 13/4/04 Call,2267,Brandy Rum Gin,2467,130 .,1471,With,340,islands towards,1605,Text 85555,2108,! Dad,1995,to 86888,213,Promotion 8714714
spam,2863,NEED CLEAN,1738,NEFT reference number,401,2 chat,91,CHA BABE,1343,Driver . Aaniye,1348,Xmas . 2,186,Dude sux,1025,Thanks for,2484,.... to,651,bx420-ip4 5we,1786,Huh ...,277,. Cost,2220,Neva ...,2402,maga that,1918,. Gud ni8,1434,to Wot,1791,4 Chef,1089,RT KIng,2441,! 2003,281,Txt . Call
spam,1261,Haf ?,1245,luv Night,1205,DO B LOVE,2174,kiss kiss,2188,Netcollex 08700621170150p,288,Sat ? thanks,573,Howz that,1548,PRIVATE 2003,1029,", hour",1477,baby thought,2497,txt to,250,Update_Now Offer,1676,? thought,225,Thk,2003,Â£200 Summer spree,39,London,839,at seven,1524,sittin for,1741,is John John,2232,tuesday On
spam,898,who R*reveal,219,", loverboy",1122,world princess,2378,its Tuesday,1324,money that,578,", rencontre",2092,a New,161,1 finish,2705,problem thanx,2519,Moby,1425,Wen,641,FreeMsg Fancy flirt,891,Promotion Number,1318,", place",1023,messages until,374,. cricket,2649,STORE . SkilGme,1930,87066 . Ldew.com1win150ppmx3age16subscription,2131,phone With,2954,lunch After
spam,1565,sch stuff,1003,hold of,228,yours 09061209465,1492,happens Vegas,2513,Map .. Imprtant,2745,86688,2270,? Celebrations,77,night so,2401,tiz Kanagu,2743,CLEAN WITH,2192,! to 86688,1164,Miles,246,TCs POBox334 Stockport,1356,. Â£3.00,481,Win High Street,2266,630 ...,991,CALL,214,father John .,1629,call 09066362231 !,1970,800 -
spam,45,; inches,2945,=,2031,than,317,OptOut STOP,2657,home by,1839,? somebody,486,! NOKIA,1515,T&C at 18,2309,person in,2411,Rajitha ( Ranju,1053,Happy New Year,636,u thanx,454,! 100,1551,. Cost 150p,1223,Call 08712466669,2892,447801259231 secret,951,get yo,2541,fancies Wanna,1367,09065394973 from,2272,long 9
spam,2652,reference X49 .,1749,in Amrita,308,until December,2492,site to,2697,Your Account,1903,3hrs www.gamb.tv,1675,Motorola 12mths 1/2price,466,dhina vaazhthukkal,1385,my Dear,2628,to 4u,702,2 2morrow,29,weed for,1210,- UR City,1568,MINS . INDIA,2812,84199 !,2642,B'tooth*. Call Mobileupd8,2756,to 80488,2471,87066 TnC www,513,: 8714714 UR,153,20
spam,2446,MUSIC to,2853,Nickey of,2728,class tomorrow,846,bday nite,2122,package dec,1868,office lap,1976,R ur,2282,? Txt,1363,prize GUARANTEED,2023,! girls,1757,! Starts,711,. at 10p,1259,? to,1668,apply Reply HL,1666,2 .,79,Happy B'day,1788,txt X 07786200117,1899,good from,0,Love law,788,IN AGES
spam,1066,Taka . time,1162,2005 . Text,2806,"Â– FUCKINNICE!SELFISH ,",261,heart Txt,160,W1J call,201,time finish,2626,beneficiary account,1256,LATE LOVE,394,U ME LIKE,1125,Cos at,2431,prize GUARANTEED .,1925,NEFT Transaction with,2279,money to,2792,2003,792,. Reply,41,fact that,2063,egg for,318,. to 88039,2469,Pound 2 claim,1135,K.k:)apo k.good
spam,1762,two,2725,the Xmas,1172,20 ok,1354,can Bam,260,Crying Baby,458,With 300,561,site songs,1234,December 2005,2617,. sister,2254,"IÂ’L """,2067,Thanx everything dat,2921,8714714 awarded,674,on 0800,1346,side,687,- Text,270,bottle wine,1853,UR 2 BAHAMAS,2543,Fancy chat,1052,love life,2935,. MobileUpd8
spam,254,landline within,522,DO B,1239,"Matrix3 , StarWars3",452,- Morning,2474,U.,437,! Opt,2676,- hols,2195,'m Randy,129,a Man,1387,to 2,1382,discount,2891,around,504,. nurses,223,from Omg,1368,thanks lot,1281,16 Remove,1845,receiptsâ€”well !,2947,: -):-,947,sim Haiz,1896,T&C 18
spam,2032,seven,998,4 in,692,Z care,2350,. Gud,1576,U .,775,MESSAGE,2328,Dear Gud ni8,257,call 08000930705 .,292,barcelona By,1579,LOVE JEN XXX,1969,comp FA Cup,2682,morning,80,08701237397,2931,2 Join,2315,SERVs . L8ER,2641,Call 08717507382,1228,2 ..,765,. weâ€˜re,1496,. pieces,2788,. priority
spam,820,4.50,266,RING ME UR,623,free,721,da .,2512,SED L8ER GOT,132,800 - S.,2816,time ur,107,84199 Opt,2499,"FUCKINNICE!SELFISH , DEVIOUSBITCH.ANYWAY",1253,test results,2620,", TsandCs",1464,. Morning,183,ENG STOP Box39822,2127,cut Hee,1766,) care,2750,ten please,1865,lap in,969,touch to,2120,44 Do,2553,text FLAG
spam,1792,Ã¼ da,400,4 ! MobileUpd8,2216,Fear Cheer No,2554,? tok 2,2048,chuckin ur,287,1 friend 2,484,txt STOP,460,? 300,434,bottle of,1009,cold nothing,708,ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND,1015,reward,1697,NEFT Transaction reference,240,Moment day,581,... Neva,567,. at 18,2654,LOVE JEN,1482,driving test,2180,", iâ€˜ll",2644,. Iriver
spam,1034,. Oyea,2088,? To,501,friendship on,1541,: Expires 29/10/0,2367,AT,717,", bears",2465,Text CHANCE to,2022,. Reply YES-910,24,Vegas,446,to 87066 .,259,Haf u eaten,1525,Ãœ home,657,""" GRAN AFEW",1079,Orh,2096,Reply 4 info,1513,minutes to,2482,4BREKKIE !,1049,3MOBILE 0870,2533,December 2005 .,2324,"K , text"
spam,145,pleasure of,1584,mayb lor,1723,a Txt,1503,lt;#&gt da,108,2 easy,1606,bridgwater banter,844,Ambrith .. madurai,1831,Opt - ENG,2720,pc to,1082,to 84199,1154,Wanna,2364,DONÂ’T LIKE,1412,LOVE JEN .,1194,TnC www,815,", imma",2343,4 !,744,abt mei,1175,ard 20,290,black 2,1664,K -):-
spam,511,2005 Text,2595,. widelive.com/index,165,Motorola 12mths,1378,you:- while,189,2 crowd,2370,best yo,811,ENG STOP,2055,Txt LOVE,644,SEE U,1328,win,2273,500 - net,1215,call 09065394973,1231,afternoon love,2937,approaches,1451,THEACUSATIONS U,754,? 100,137,. What,629,Den chiong sat,1693,lunch la,84,"Babe ,"
spam,2261,", to",2843,... R 4,838,ryan friend,2178,cheap:- ),726,URGENT,803,08715203652 : 42810,2393,california weather,2061,UR -,980,Kit Strip,402,! 4 Costa,1370,touch weekend,2896,fr,1862,by,1804,2 Mark,1186,Neva test quality,2299,May 2005,2153,.. Eyes,16,; number,1195,3MOBILE IF,1480,Helen of
spam,2107,Thanks ringtone,2447,IM,1360,Digital ! 09061221066,19,exam with,2696,CASH To,633,lot times:)lil,929,service VU,1383,08718726978 !,248,Mark 2,2934,to 84199 !,737,80488 . 500,382,GRAN,2487,Claim,627,Club at,667,at seven .,1979,Netcollex 08700621170150p msg,2902,Txt 88039 .,1369,raglan rd,2459,85555 16,503,tok u
spam,1826,PA,919,44,867,X49 . mobile,1773,ur,75,redeemable www.ringtoneking.co.uk,1274,", princess",296,http//tms widelive.com/index,336,Reply YES-910 NO-910,1589,minute BT -,339,"Scotch """,515,!,1407,another T&C,1781,to 87575 .,978,games TheDailyDraw Dear,2477,bx420-ip4 .,432,Lover Chef,1006,Chef,532,Txt 86688,2026,GUD MRNG,2734,HMM if
spam,208,SHIT .,2603,.. Ã¼,32,. Call 08712466669,2668,Dear .,2257,problems,2439,whether 2,195,DOWNON THEACUSATIONS U,2369,2003 Account,420,4 *,2590,Oyea .,1632,Moby Pub Quiz,2230,? tomorrow,2491,sittin waitin,804,up,1530,! Chat UK,76,prize Call,81,2 BAHAMAS CallFREEFONE,1667,of el,934,WK .,2819,TELLMISS ON
spam,900,Ni8;-,322,friend Reply YES-910,1822,""" EY",2943,ar,2479,Ta earn,2457,MEGA 3,2517,Amrita,1486,SHIT.JUSTFOUND ALETTER THATMUM,43,cheese pizza 2,2834,contact attempt,433,a Vodafone,1033,road at,2635,SiPix,2045,4 FREE,1905,NOKIA No,1430,jay sort,1637,", everybody",350,hear Netcollex Ltd,2582,Txt CHAT,2358,u hmmross STOP
spam,2068,time reply,860,Haha ...,813,3230,1170,! CallFREEFONE,1780,Luv from,1357,call 087187272008 !,413,shopping to,1748,DeliveredTomorrow ?,1855,. 08712466669,2835,entry,555,madurai u,146,to 85555,227,Digital call,2414,lunch break,2118,Ltd. 1013,1705,CLEAN HEART,499,. Nothing,859,"to 20,000",903,"POBox334 ,",1895,car to
spam,830,to XCHAT,498,house on,1639,bed girl,405,! Text CHANCE,2406,", 16 TsandCs",2476,wnt to,2739,'s Ãœ,1650,text stop 61610,1073,08081560665 speak,2228,chiong on,698,! 2003 Account,315,Rajitha (,1151,Xmas ? 100,1406,! Mins 1000,1093,: to,2840,Â£750 Pound,2608,2morrow ..,1661,ex ...,2347,GOD,2099,Call 09058094454 land
spam,506,IAS to,1658,. side,1063,Your 4,835,Reply HL info,1963,ASKED IF,2637,SHOWR,1573,lt;#&gt for,2002,Netcollex Ltd. PO,2205,brother role,735,March,1270,MINS .,2090,X49 mobile,921,Man week,2162,150p .,1064,INDIA SED,2289,Fear With,2893,Wot about,1538,.. Ni8;- ),1747,S:)no for,2394,landline Delivery 28
spam,2578,Netcollex Ltd per,572,contact u.,2786,", SonyEricsson Nokia FREE",2011,. 13/4/04 .,760,. call 09061209465,1698,Last 2,1426,. what,509,2 his,1207,overa week,1872,Umma,962,Fuck Merry to,2200,Detroit . home,1934,a High,2957,: two,442,r TODAY,2028,for 2,1890,2 BAHAMAS !,2828,. Omg,1955,High Street prize,2915,B'tooth*. Call Mobileupd8 08001950382
spam,1914,hmmross STOP,1883,Landline DATEBox1282EssexCM61XN min,2301,rate,2913,brings Night,575,EY CALM DOWNON,1290,CHATLINES IN,1638,: UR,2365,friend need,1603,FA tkts 21st,361,Wewa 130,2165,08712466669,1178,reply 08000930705,861,87575 .,403,Ã¼ leh,2102,4thNOV.BEHIND,984,RT,2483,Call 09050090044,69,Txt NOKIA,2060,. 2 Mark,185,New colour phone
spam,793,... daddy,850,txt 83021,693,; Rs,1212,CSH11 to,1243,SAE TC,1996,value Morning,103,5.30,314,2 ?,2504,Dude,876,computer Aiyah,2852,YES-910 .,334,. Call 08715203652,1123,! Happy New Year,569,lot of,278,hold connections,1745,Update_Now - Xmas,2286,Voila !,948,. woulda,2293,. re,1986,FreeMsg
spam,2319,T . Â£3.00,809,", doesn\'t",1272,redeemed S. I.,235,Yahoo ! 4,127,) egg,1012,( 8th,1844,UR - call,2556,cricket Gimme,2850,news after,1561,ex one,756,John . John,1331,darlings Hope,2715,; cheese,2132,day Ã¼ da,1972,park village,2536,3,718,: No,1849,everyone befor,1989,SiPix !,995,Huh science
spam,2900,New 3510i colour,1511,. to 87121,621,UR BAHAMAS,904,what in,1116,alex pizza,289,", lt;#&gt",758,! 3 Free,714,Camcorder call,2209,4.50 Should,1467,guy you:-,672,2 - 2,593,Reply YES-910,2876,AT AMY,2443,end march el,2349,nothing to,20,2 . 2,521,? What,488,- KIng,1291,3230 's,1614,at
spam,2001,fifteen,345,iâ€˜ll in,779,BAHAMAS ! 08081560665,2,Txt LOVE NAME1,1813,Gud ),1993,SAE TCs POBox334,1617,placement training Amrita,761,age to,652,About,1452,for Zogtorius,2602,. 2 .,2461,9 can,2903,Subscribe6GBP mnth 3hrs,275,thing Earth ...,205,4BREKKIE ! JEN,2552,. Voila,170,FOR Text,1201,. wan 2,901,4 den,2185,TAROT !
spam,2901,Woodland,2699,ni8,395,want Xmas,2712,Great Building,2855,camera phones 4,957,Holby ?,490,someone punto,2380,thanx for,1714,Neva mind,73,s Oyea,2752,", DEVIOUSBITCH.ANYWAY IÂ’L",1094,"Shampain "" dhina",945,for 2 .,1278,thought as,2498,. home,894,... Dat,2458,", sup",2400,day Ã¼,2729,! number,1160,RT KIng Pro
spam,607,demand it.i,450,EVE 07123456789 Yahoo,2510,for yo,2632,GOING BAHAMAS,2862,tap at,2751,At,1760,sim Haiz ...,857,4 After,1180,", boat",1769,. Ã¼,655,your yo,1735,Ashley that,2700,call on,2638,imma drink,1230,"TC , POBox334",1134,Nickey Platt of,1649,87575 . Cost,1216,for 50,190,Damn zac,1330,Thanx 4
spam,2373,bus stop,2310,rooms cheap:- ),972,. Haiz,1581,care Ã¼,1590,80488 Your,818,Dat day,2135,MINS INDIA CUST,923,"Mobiles 2004 ,",179,- net,1529,seven Is,1897,u wan,230,. Yar,1817,83021 .,1080,. Goto,1121,. OptOut STOP,1100,Bristol road,2532,SAID SHIT,887,Orange Call,1226,crab Crab :,396,RT - KIng
spam,2175,. www.4-tc.biz,2304,move if,596,", INTELLIGENT",2382,call for,206,R*reveal,63,at 10p .,832,Polo Ltd,1296,Dude What,1809,DEVIOUSBITCH.ANYWAY CALL U,1550,Ya,1517,Map ..,1156,"K ,",2059,is John,2683,08717898035 Â£3.00,480,", prize",2281,4BREKKIE ! LOVE,1710,reference number,2095,13/4/04,2567,Evening luv Night,2202,Yo guys
spam,2126,fast Dat,983,lyricalladie(21/F,1350,Wewa .,2119,. 09094646899,899,stop to,1806,to Ten,2789,Â£750 . 2,2472,Moment,1323,2optout 087187262701.50gbp,1736,10p . 2,2456,) to,2427,0800 find,242,babe that,2284,What to,699,thing Earth,1841,* Costa,2056,Its california,1105,"! 3 ,",2322,E rest,358,! Wanna
spam,2692,from Dear,1400,alex about,2597,2 !,1188,A SHOWR,2136,everything to,1479,. C,1600,John John,2395,question,2133,! chat,1016,u,534,New,1051,to 86688,1973,three,1077,UR 2,300,'s Holby,1308,Yahoo ! TxtNO,2183,2004,1793,09094646899 ! Chat,579,within,537,call 09061221066
spam,2357,MMM Fuck,2363,road side,1450,DeliveredTomorrow With 300,425,HUNNY ! JEN,2583,"PA ,",796,SiPix Digital Camera 09061221066,2366,Nokia 3510i DeliveredTomorrow,353,FOR LIFT,1218,Earth,1587,at four,2057,42810 29/10/0,122,chances CASH,2754,call am,2836,MUSIC TnC,730,. Anyways,2346,Mins Txt on,902,planning everyone,252,california . weather,1097,. texts,2897,Call 09094646899 !
spam,2260,well babe,2573,Polo Ltd Suite 373,197,u Wot ?,1433,Staff of,2172,upto 1/2price,1138,. Iriver 255,1575,... Hee,1187,Crab,805,LOVE NAME1,1341,"! to 20,000",2219,entry Â£100,1884,"DEVIOUSBITCH.ANYWAY , CALL",2352,cruise CASH .,386,. Thanks,695,8714714 -,1961,... hamster,732,words on,134,time hope,293,lie,1345,between 2 ?
spam,548,until,1155,phone ur,563,WK Txt to,1928,... Weiyi,605,1000,2125,Touch . night,2908,Thk of,409,- names,1074,/,1729,prestige problem,1285,eve spacebucks,291,PROBPOP IN,2624,monday !,1801,HI,1311,. 255 .,85,yahoo email,2245,for Usmle,911,STOP Â£1.50 008704050406,2298,u wan 2,673,DATEBox1282EssexCM61XN min 18
spam,774,charles about,2906,447801259231,2549,100 free,1199,files system,164,gossip at,1198,bottle to,472,Call 08715203652,1945,u Txt CHAT,2262,u.,1687,cut road,1317,call like,2486,banter,516,problem at,1904,s i.ll,1880,. T&C 18,1456,300 free,265,. wot,2561,150p Netcollex,130,towards,218,", NOW1"
spam,2865,Txt Orange Call,682,07123456789 Yahoo,1302,admirer who 2,444,Taka lor time,2408,face kisses,2052,. Â£250 3,1273,intro to,1453,Howz,1361,between,1038,RT -,1987,2 2,2190,TnC .,154,within 28,2338,call,2449,africa hope,1582,", B'day",2018,won,1021,hopes offer,1941,.. Imprtant U,2673,offers T Cs
spam,2562,4 bx420-ip4 -,3,R Dear .,2511,because,2680,Call Identifier :,2630,MobileUpd8 08000839402 call2optout,1132,Tyler,2596,Kit,1696,line Call,1190,gotany credit,2167,HI BABE,729,Dude . What,1924,December,236,mail panren,2229,Waaaat,224,. Text 87121,1148,call at,940,Your 500,1411,. friendship,691,! Txt CHAT,2576,friend to
spam,882,.. 2morrow maga,2545,Call 09058094454,1126,way rencontre,1497,5.30 was,2399,need receiptsâ€”well,177,80488 500,943,K. call,2403,WOTU AT,2662,Fifty ?,686,styles,1473,DeliveredTomorrow With,1743,. sch,1682,09058094454 from,1953,Zogtorius . IÂ’ve,585,P diddy,1032,c msg,2577,Fancy flirt,14,DOWNON THEACUSATIONS,2240,08000839402 ! 2stoptxt,1263,have Â£750 Pound
spam,1145,ITXT U,2037,fifteen fucking,543,13/4/04 08717507382,1939,Imprtant U r,2110,BILL 3 DONT,217,gd guys,2485,! 3,1377,TnC www Ldew.com1win150ppmx3age16subscription,2946,princess about,2907,Guild .,2070,what to,2643,B LOVE,1329,16 Club credits,1604,. 255,2689,IN CU,2361,: Expression,357,"Dear , Dozens",817,_ of,251,K : -):-,2685,4 my
spam,476,TCs POBox334,1447,da ?,25,bread milk,1276,friend Companion 3,1008,shade to,1376,sense in,1119,afternoon sexy,1669,Voila ! Money,912,- ENG STOP,738,87121 receive,2870,bed princess,892,61610 to,1076,had Nickey,992,T 08717898035 .,2942,FREE bx420-ip4,2151,message,64,UP4 NETHING J,619,2 u.,2905,have Â£750,535,"4thNOV.BEHIND FUCKINNICE!SELFISH ,"
spam,98,NOKIA Motorola with,2021,Rajitha Raj Ranju,351,credits at,671,till,2766,High if,436,thread cause,1117,2 :-(,2601,blimey exercise,864,advice,323,friday morning,971,If,2421,K.k:)apo movie,337,message Zogtorius,625,EY ! CALM,2530,Yahoo !,2084,call 08712460324(nat rate,2798,SMS.ac u hmmross,1054,reference X49,1562,chat with,411,class at
spam,325,... Fuck Merry,1787,. gravy,932,darlin on,2501,POBox36504W45WQ TxtNO,1024,"cabin PA ,",440,sux for,2711,: 8714714,1808,S. points,2894,people called,2100,! year,143,. Ldew.com1win150ppmx3age16subscription,2437,09065989182 From,2618,redeemed S.,181,to 07786200117,2339,Shampain Wine dhina,564,Xmas . claim,1143,thing princess,95,face watches,136,insurance for,664,10p .
spam,2542,girls at,23,to 85023 -,1494,. 09058094454 land,2058,2 come,128,wisdom Eyes,2416,near,2659,one ... abt,407,HAVE WON,2651,HI BABE UAWAKE?FEELLIKW,1686,Pete,2201,4 . lunch,2372,4 .,2887,Whatsup,2769,Soup !,1238,Zogtorius .,1567,K :,1623,? WALES,2569,Merry Christmas,2134,care of,1681,tomorrow yesterday
spam,359,TheDailyDraw Dear Helen,316,84199 ! Opt,2529,", reference",2757,85023 - member,1312,CASH .,874,Tuesday night 4,1725,83021 . Reply,96,""" HI",2811,-- you've,925,touch over,1103,.. Ni8;-,1262,M. . 08715203652,1057,files in,2944,Tuesday night r,2024,UAWAKE?FEELLIKW VIA,1875,Matrix3,2050,KIng Club,2815,Sat,2203,Polo 373 London,2039,Wine dhina
spam,495,FREE MobileUpd8,2278,- Text 85023,2878,ass epsilon,2035,: flirt,1833,K.,2113,bonus on,2633,address sir,2148,to 83021,464,name to,2034,time u 2,2238,.. Gud,1358,. mind,2622,that,2177,. U,2425,ten my,2164,"POBox334 , Stockport",1384,IN,10,Twinks bears,2837,Happy New,1380,rest week
spam,1240,my PA,445,.. Crab,1338,thru Voila,34,love love,588,call 08718726978 !,1026,Txt 88039,1427,130 . 255,2215,Google cliffs,1436,. IÂ’ve,1271,Hurry Soup,319,100,1153,spree WK Txt,1607,! Motorola SonyEricsson,2448,FLAG to 84199,862,calling of,102,500 FREE,2064,place near,2575,Identifier Code Expires 29/10/0,2410,work something,871,I. . Call
spam,681,MUST Txt,1295,. within 28,1539,girls office,302,", lemme",1165,By Rajitha,211,Reply,777,e msg 2,893,Yesterday with,2144,@ home,2922,TAROT TEXTS Find,2558,- S. I. M.,166,From 100,562,whether 2 ...,249,- for three,883,. on 08000839402,1299,2morrow ! care,954,; bucks,968,tt,1840,impression,2409,R*reveal UR
spam,2275,2 save,821,12mths linerental 500,1547,Haiyoh ...,2161,lt;#&gt cheese,684,u about,1475,Txt : NOKIA,1893,sch at,1395,8714714 - UR,1366,AMY URE,967,Call MobileUpd8,1854,. night,1091,last two,2932,", kiss",65,neighbor for,346,.. Pl,410,Tuesday . 2,171,g about,1917,canada abi,1907,weâ€˜re bâ€˜ham .,1577,Lul
spam,2080,09066362231 URGENT,267,on Tuesday,2000,ten in,560,62468,1622,MMM,2753,09061221066,232,07123456789 87077,2771,married Ãœ,1990,minute BT,540,IF INCLU,2956,Valentine,524,on monday,2723,2005 .,465,model sony,271,in Vegas,2146,birthday on,2709,; mins,204,Hmm to,1179,call 09061209465 C,5,air What
spam,2204,Moment in,2960,- hope,987,two of,816,win FA,1470,087187272008 !,1534,March on,1803,can cheap:-,364,' to,1004,Man -,2435,fear of,424,pass 2,1078,footprints,1717,bed to,1011,Damn,643,X49,2440,2 . Companion,1770,5,798,doesn\'t March,1985,training Amrita .,234,For
