task_code,phraseid_1,phrase_1,phraseid_2,phrase_2,phraseid_3,phrase_3,phraseid_4,phrase_4,phraseid_5,phrase_5,phraseid_6,phrase_6,phraseid_7,phrase_7,phraseid_8,phrase_8,phraseid_9,phrase_9,phraseid_10,phrase_10,phraseid_11,phrase_11,phraseid_12,phrase_12,phraseid_13,phrase_13,phraseid_14,phrase_14,phraseid_15,phrase_15,phraseid_16,phrase_16,phraseid_17,phrase_17,phraseid_18,phrase_18,phraseid_19,phrase_19,phraseid_20,phrase_20
spam,319,100,31,2 ! CallFREEFONE,2471,87066 TnC www,522,DO B,635,DAYS AGO.CUSOON,2103,High Street if,369,ME UR NETHING,520,be Guild,2096,Reply 4 info,288,Sat ? thanks,2159,one,506,IAS to,2098,. 09061743386,2856,; da,599,like,2516,Organizer lt;#&gt,938,. banks,982,. INDIA,75,redeemable www.ringtoneking.co.uk,2836,MUSIC TnC
spam,1663,3 FREE,1983,Mark 2 !,2576,friend to,732,words on,141,min Polo 373,958,Wot,1526,121,433,a Vodafone,174,Haf u,252,california . weather,2830,2 in,2546,"1/2price ,",2750,ten please,1403,Txt to 86688,1006,Chef,711,. at 10p,2716,txt,1463,Starts monday,2420,AMY,1821,ASKED
spam,881,Aiyah tok,577,Â£100,1611,80488 .,403,Ã¼ leh,188,had Nickey Platt,2385,DOUBLE,401,2 chat,575,EY CALM DOWNON,1948,10p minute BT,547,FA Cup,1920,chat flirt,296,http//tms widelive.com/index,790,guy out,1438,WON Xmas,1702,get MATCHED,1712,As Vodafone,20,2 . 2,1917,canada abi,663,one dunno,466,dhina vaazhthukkal
spam,99,pass,2180,", iâ€˜ll",1000,2morrow Take,110,) Dear,254,landline within,1381,two .,727,are Gud,194,call 09061209465 !,351,credits at,2947,: -):-,1716,u jus,1323,2optout 087187262701.50gbp,2952,What pin,2904,. to,425,HUNNY ! JEN,93,colour DeliveredTomorrow ?,427,16 ! 3,346,.. Pl,1467,guy you:-,1216,for 50
spam,1241,as,1947,dinner tonight,92,call 09065989182 .,2456,) to,364,' to,2632,GOING BAHAMAS,1840,impression,1275,8714714,357,"Dear , Dozens",216,! From 100,459,wrong one,1251,buses on,1095,. wan,1136,- 09058094597,1798,Thanks honey,1246,Baby Great,1365,type,948,. woulda,746,Haha,706,prize Call 09058094454
spam,2805,. 4 Chef,308,until December,1778,City Break could,1609,in california,628,Haiz,1415,150p Polo,996,", 087187272008 !",2419,SATTHEN HUNNY LOVE,2729,! number,855,HMM,1932,Wewa 130 .,189,2 crowd,754,? 100,2056,Its california,128,wisdom Eyes,2013,rs in,1235,called,1658,. side,1688,. 08715203652,2786,", SonyEricsson Nokia FREE"
spam,2710,130,2765,call 087187272008,597,SIX,367,creative Neva,2453,role like,1212,CSH11 to,595,... 630,23,to 85023 -,490,someone punto,1456,300 free,826,for Xmas,2249,. 3 DONT,2538,SATTHEN !,2068,time reply,610,Netcollex Ltd,2938,Wil .,324,two 'll,916,type stuff,970,if,1084,pound :)
spam,1648,Don,1921,3 FOR,2253,Celebrations in,733,! 09061221066,808,Ãœ gd,1320,Mins DOUBLE on,1319,tmr at,2128,Crazy,1651,lt;#&gt times,1440,U LIKE,2553,text FLAG,2339,Shampain Wine dhina,987,two of,943,K. call,2893,Wot about,2037,fifteen fucking,2254,"IÂ’L """,391,! Text,209,Netcollex Ltd. PO 1013,2332,ENG Box39822
spam,974,Ãœ gd guys,1822,""" EY",1400,alex about,627,Club at,2206,Haiyoh,290,black 2,2807,.. whr,2042,order reference X49,1492,happens Vegas,1072,09061221066 . Delivery,375,08712466669 at,990,company In,88,2 -,1743,. sch,2562,4 bx420-ip4 -,1842,", 6days ,",118,Call 09050090044 toClaim,910,SATTHEN 4BREKKIE LOVE,1328,win,2746,on March
spam,2441,! 2003,567,. at 18,1102,"aid Usmle ,",2848,.. Imprtant,739,B'day Boss,2308,""" morning",55,to 85023,2643,B LOVE,1765,Costa,2726,Wasted Den,1914,hmmross STOP,979,without,940,Your 500,1491,. PORTIONS 4,2188,Netcollex 08700621170150p,2520,yr To,2140,edward Behind,2614,hundred.he batsman:-,1561,ex one,1668,apply Reply HL
spam,1614,at,1060,fav Hope,1185,. 13/4/04,661,. 09058094454,955,service Msgs,1657,Gud Ni8;-,2273,500 - net,622,Nickey,1686,Pete,2531,slots weekends,962,Fuck Merry to,2018,won,1429,MMM ...,785,end of,641,FreeMsg Fancy flirt,2832,NEW DOUBLE,1773,ur,2511,because,868,4 Chef .,2475,times job
spam,2768,GUARANTEED . Call,1457,! 4,1460,work place,1554,S. I. M.,523,u c,148,Den,420,4 *,138,camera phones,1551,. Cost 150p,1123,! Happy New Year,2488,08081560665 to,260,Crying Baby,2581,! 2stoptxt T&Cs,2698,Nah,2290,AFEW DAYS,1280,r to,2778,. 09061209465,1395,8714714 - UR,1699,DOUBLE Mins,2915,B'tooth*. Call Mobileupd8 08001950382
spam,1814,call 08000930705,136,insurance for,751,v,1747,S:)no for,2639,. Two,2644,. Iriver,2665,""" GUD MRNG",219,", loverboy",2158,UR City,1290,CHATLINES IN,2086,""" HI BABE",714,Camcorder call,424,pass 2,163,1 special,2913,brings Night,2439,whether 2,2890,member T,2759,love Mind,2820,- on 09058094597,1540,. Txt LOVE NAME1
spam,345,iâ€˜ll in,2224,0800 0721072,2409,R*reveal UR,117,night if,2266,630 ...,2430,Xmas ?,1140,Dear,1162,2005 . Text,2060,. 2 Mark,2776,61610,721,da .,1520,Tuesday night,328,everything with,1882,", PROBPOP CU",1988,. Ãœ,1736,10p . 2,803,08715203652 : 42810,2800,- Offer,690,Costa Del Sol,1714,Neva mind
spam,1179,call 09061209465 C,2335,FREE Bluetooth,607,demand it.i,1444,Neva .,448,! Wot,1757,! Starts,2147,ASKED IF 0870,2334,08712466669 10p,743,373 6HL,1367,09065394973 from,893,Yesterday with,2872,Ma head,2401,tiz Kanagu,1522,09050090044 . SAE,2510,for yo,2646,sister law,2529,", reference",2911,. Mountains,1817,83021 .,2615,paypal Voila
spam,1065,1000 Txt .,202,Netcollex Ltd 08700621170150p,1274,", princess",498,house on,1466,call 09061743386,1935,tons if,400,4 ! MobileUpd8,2479,Ta earn,1402,"DAYS AGO.CUSOON """,1003,hold of,784,UR,752,four need,2317,wrks wot,1031,UR City Break,1116,alex pizza,1601,Okey iâ€˜ll,402,! 4 Costa,229,IF,379,until 4,2486,banter
spam,877,", love",901,4 den,2764,receiptsâ€”well,225,Thk,2481,won Â£750,1844,UR - call,171,g about,1168,SEE U TOMORROW,770,Starts monday !,1124,Men like,1240,my PA,1599,class with,1337,3 TAROT !,1037,Â£2000 GUARANTEED,698,! 2003 Account,638,Promotion,1007,.. 2morrow,1939,Imprtant U r,2247,. Â£3.00 16,353,FOR LIFT
spam,662,phone with,2859,Book lesson,1698,Last 2,2358,u hmmross STOP,2758,", zac",1287,CU SATTHEN HUNNY 4BREKKIE,1478,'m Google,2345,Lemme,2797,two ?,1432,for 800 -,2907,Guild .,76,prize Call,2955,prize,1787,. gravy,884,message Zogtorius .,2034,time u 2,2362,da:)i,2840,Â£750 Pound,2474,U.,1624,"Night , Wish"
spam,1015,reward,862,calling of,2122,package dec,1731,games from,39,London,2651,HI BABE UAWAKE?FEELLIKW,313,FLAG 84199,1296,Dude What,144,ALETTER THATMUM GOTMARRIED,2470,PORTIONS ME,1855,. 08712466669,762,site for,2592,one loving,1142,! to,2664,SERVs SED L8ER,820,4.50,2773,lecturer weeks,1650,text stop 61610,2002,Netcollex Ltd. PO,1979,Netcollex 08700621170150p msg
spam,1105,"! 3 ,",1329,16 Club credits,1992,. 150p,1154,Wanna,132,800 - S.,1883,Landline DATEBox1282EssexCM61XN min,2454,Neva test,73,s Oyea,992,T 08717898035 .,1803,can cheap:-,2556,cricket Gimme,615,Merry,2825,Â£100 High,2718,Fifty,2403,WOTU AT,2196,"GOD ,",2305,- advice,1426,. what,315,Rajitha (,2694,on 09058094597
spam,1271,Hurry Soup,1371,Ãœ home work,2880,in 4,1875,Matrix3,245,Latest Motorola,341,DEVIOUSBITCH.ANYWAY CALL,848,09094646899 Cheap,2459,85555 16,2963,lunch today,1322,2 . OptOut,1789,Hope day,195,DOWNON THEACUSATIONS U,623,free,1270,MINS .,2932,", kiss",735,March,885,Dat day Ã¼,1231,afternoon love,2324,"K , text",861,87575 .
spam,1655,. rcvd,2445,truth Expression,2418,lesson,729,Dude . What,2137,number to,1978,yo valentine,2082,2waxsto,965,person who,1724,wrks with,2064,place near,1619,S:)no competition,1533,Ãœ da talks,1749,in Amrita,2284,What to,536,Kit -,898,who R*reveal,104,CHA,241,2004 MUST,251,K : -):-,2443,end march el
spam,65,neighbor for,1359,movies as,1608,. 150p day,1723,a Txt,889,Call 09094646899,1849,everyone befor,2609,ads,845,Kit Strip have,601,"2004 ,",2598,50 ...,1929,called in,983,lyricalladie(21/F,1325,NOKIA No 89545,560,62468,1539,girls office,5,air What,2460,one as,2073,May Text FA,2575,Identifier Code Expires 29/10/0,1962,Howz persons
spam,1285,eve spacebucks,1931,wml?id=820554ad0a1705572711&first trueÂ¡C,1477,baby thought,1071,pain to,2607,: Fancy,691,! Txt CHAT,594,", INTELLIGENT WOMAN",2557,Pound 2,734,Ya one,632,within 5,2610,Txt,2129,* Costa Del,757,... Den,1118,! Hope,6,mc,2504,Dude,800,two !,535,"4thNOV.BEHIND FUCKINNICE!SELFISH ,",2333,.. meet,242,babe that
spam,2388,matter mind,2458,", sup",1523,... Dun,2173,", 087187272008 NOW1",173,call 08712460324(nat ),2497,txt to,2846,80488,780,wid,1079,Orh,1120,u ? time,1435,AFEW AGO.CUSOON HONI,483,. Txt,1555,88039 . SkilGme,840,.. Gud Ni8;-,2942,FREE bx420-ip4,272,a Darren,320,befor,2271,PSXTRA PORTIONS ME,838,ryan friend,2279,money to
spam,140,.... Gud,126,into,761,age to,2601,blimey exercise,2105,ten,2715,; cheese,887,Orange Call,1592,08701237397 must,1904,s i.ll,264,there-- greece,1305,hills shit,805,LOVE NAME1,2171,last Dad,1301,. Teresa,12,one tt,2950,Call Identifier Code,740,u hmmross,150,WON As,1061,18 150p,1493,been XCHAT
spam,2659,one ... abt,2627,. 13/4/04 Call,2647,Man,1108,1000 on,2349,nothing to,46,credits www.ringtoneking.co.uk !,1794,movies in,480,", prize",122,chances CASH,930,Celebrations swing,486,! NOKIA,2532,SAID SHIT,1566,chances to,1292,TxtNO ads,2046,account,2251,. saibaba,1734,daddy to,2421,K.k:)apo movie,804,up,2749,Â£750 Pound prize
spam,2343,4 !,923,"Mobiles 2004 ,",1835,31 December,1413,deal:- care,1361,between,489,... 630 oredi,1001,north carolina,2077,at Holby,883,. on 08000839402,2195,'m Randy,1823,x,275,thing Earth ...,1181,story Man,2926,. HAUGHAIGHGTUJHYGUJ,2951,noun in,853,: two egg,479,after,503,tok u,2338,call,1279,C Suprman Matrix3
spam,1572,u. Thanx,1112,ones Gud Ni8;-,1227,rooms befor,1825,SiPix Digital call,311,087187272008 ! 10p,2756,to 80488,1480,Helen of,2922,TAROT TEXTS Find,819,Xmas prize claim,2227,chest abdomen,1383,08718726978 !,1175,ard 20,286,fine,2436,one next,237,tmr meet 930,248,Mark 2,201,time finish,1176,be Club,1267,Wot ?,1871,weed week
spam,2024,UAWAKE?FEELLIKW VIA,1804,2 Mark,1501,money HAUGHAIGHGTUJHYGUJ,2382,call for,271,in Vegas,1107,. Txt LOVE,2849,fact,2000,ten in,2589,taxi C,717,", bears",2425,ten my,1579,LOVE JEN XXX,569,lot of,2111,U AGES ..,130,towards,213,Promotion 8714714,1995,to 86888,1085,on Landline,1606,bridgwater banter,1726,to London
spam,2751,At,203,2 . Yar,2885,Mobile,2560,. gd,2551,time flight,488,- KIng,1850,song bro,2900,New 3510i colour,975,. nothing,2641,Call 08717507382,450,EVE 07123456789 Yahoo,1454,2 for,2245,for Usmle,2121,Fancy flirt Reply,2578,Netcollex Ltd per,224,. Text 87121,418,ENG .,1856,K.k:)apo,1089,RT KIng,109,XCHAT
spam,1884,"DEVIOUSBITCH.ANYWAY , CALL",2883,"Night ,",1490,Call 08000839402,1494,. 09058094454 land,1002,one Make,2783,. 3 Lover,250,Update_Now Offer,1171,! Happy New,2505,Joy father,2739,'s Ãœ,1417,Fancy,1321,Vegas vegas,2957,: two,2811,-- you've,279,Offer DOUBLE,2428,Happy !,1570,to 88039,653,prize To,155,. 09094646899 !,269,u. Netcollex
spam,310,IF 0870,980,Kit Strip,1064,INDIA SED,1434,to Wot,960,text TONE FLAG,2235,. move,82,Wewa . Iriver,1244,trueÂ¡C,2023,! girls,748,smile to,474,", textin",123,Congratulations to,2909,calling,1940,TheDailyDraw Dear,354,Mins 1000 Txt,1587,at four,801,09061221066 fromm,476,TCs POBox334,45,; inches,504,. nurses
spam,846,bday nite,72,86888 your,1751,BABE HOME,392,u Wot,1677,friend in,810,Txt NOKIA No,2020,SiPix Digital,1151,Xmas ? 100,1448,contact U,1971,Call 08001950382,239,"Matrix3 ,",2827,Ãœ,2640,FA Cup tkts,1331,darlings Hope,2463,MobileUpd8 on 08000839402,1845,receiptsâ€”well !,36,- u,1027,Dude sux snake,617,name STOP,2617,. sister
spam,1040,BILL,1148,call at,896,.. mail,2685,4 my,1547,Haiyoh ...,2770,3510i DeliveredTomorrow,2940,4 bx420-ip4,1449,. lunch,2392,huai juan,86,ONLYFOUND AFEW AGO.CUSOON,1498,! monday,1055,dat into,2440,2 . Companion,2451,thing on,1848,Waaaat ?,2304,move if,444,Taka lor time,2720,pc to,565,Update_Now - Offer,1510,phone DeliveredTomorrow 300
spam,1933,XCHAT .,2586,09066362231 URGENT !,1673,87077 ! TxtNO,2088,? To,2533,December 2005 .,1575,... Hee,798,doesn\'t March,408,One small,2238,.. Gud,2164,"POBox334 , Stockport",52,morning Happy,2823,. 500,2079,2go.did,2211,- to,1531,- week,2763,... mind,1469,... Woodland,989,! 1 year,1167,Motorola SonyEricsson Nokia,222,- 2 names
spam,1816,. number,1339,Update_Now -,1357,call 087187272008 !,576,Xmas 2 claim,2027,messages,1139,HI IM,2961,GUARANTEED 09058094454,693,; Rs,2330,KIng Pro Club,1761,New Nokia colour,1782,Moby Pub,2547,love lt;#&gt,731,on 08000839402,997,TONE to,2536,3,1628,Cheer Tear U,2052,. Â£250 3,2113,bonus on,199,cause,1866,end march
spam,2918,! TxtNO 4,934,WK .,541,sch daddy,2868,wit,620,pic re,2587,T 08717898035 Â£3.00,1443,! Account,2593,Imprtant r TODAY,1284,phone parents,2555,WALES kinda,1277,tones2you.co.uk,865,DOUBLE Mins DOUBLE,1972,park village,2427,0800 find,2631,2 weekly,1109,kiss to,831,Babe What,81,2 BAHAMAS CallFREEFONE,1853,UR 2 BAHAMAS,1308,Yahoo ! TxtNO
spam,2429,2 ! 08081560665,1680,u 2,1364,thk,1854,. night,1965,""" UAWAKE?FEELLIKW",1877,"6days , TsandCs",2793,. 2,1742,1 many,1583,on 08000839402 !,2289,Fear With,2583,"PA ,",2561,150p Netcollex,2189,BEAUTIFUL INTELLIGENT,1795,question(std rate)T&C apply,2346,Mins Txt on,1264,dokey iâ€˜ll,2411,Rajitha ( Ranju,1603,FA tkts 21st,2618,redeemed S.,1350,Wewa .
spam,64,UP4 NETHING J,2775,CD gift,1895,car to,651,bx420-ip4 5we,1693,lunch la,2262,u.,2010,Y dat one,2684,surfing lor,1701,Goto mymoby,2183,2004,1209,Two are,2572,K.k.how,1187,Crab,2501,POBox36504W45WQ TxtNO,1641,in ten ....,561,site songs,517,pints carlin ten,1830,BAHAMAS ! CallFREEFONE,1691,time Ã¼,409,- names
spam,1708,call 09065989182,763,85023 -,2740,* pub,374,. cricket,2622,that,766,3hrs 16,2500,150p . Netcollex,2870,bed princess,1703,"20,000 txt",552,Loved Gud,710,abt e,2265,2 ...,753,! Text 85555,435,930,2817,Call at,758,! 3 Free,821,12mths linerental 500,1870,thinkin malaria,9,? Randy,2831,1/2price 500
spam,1670,hairdressers appointment four,156,texts Free Camcorder,2127,cut Hee,57,008704050406,1447,da ?,2717,ASKED 3MOBILE,2774,noun u,1509,ex,722,"44 ,",2268,New Nokia,2623,Mobiles from 2004,806,bonus,1861,Tyler (,2962,Nothing problem:-,373,week in,2956,Valentine,1571,from Netcollex,119,times:)lil call,1281,16 Remove,1505,are SiPix Digital
spam,1472,- DOUBLE Mins DOUBLE,2408,face kisses,1495,Identifier,1103,.. Ni8;-,2090,X49 mobile,2163,To,2144,@ home,87,Cheers for,1225,WANNA ? XX,362,L8ER GOT .,587,4 ...,513,: 8714714 UR,1370,touch weekend,1682,09058094454 from,973,sitter kaitlyn,1379,to,1341,"! to 20,000",2198,. to 61610,2061,UR -,640,Reply 4
spam,2541,fancies Wanna,1066,Taka . time,1026,Txt 88039,2670,( games,2491,sittin waitin,2226,EY,146,to 85555,2294,130 . Iriver,585,P diddy,2285,Aiyah,2767,spree WK,181,to 07786200117,1439,slices of,2691,44 7732584351,1122,world princess,83,Vodafone customer,1316,need to,816,win FA,1170,! CallFREEFONE,843,tkts May 2005
spam,1113,. bday,1028,. 2optout,329,2 stop,461,ones Gud ),2170,Aiyah 2 u,701,Ãœ until,2927,No Neva,1792,Ã¼ da,891,Promotion Number,1705,CLEAN HEART,1837,Zogtorius,198,WON !,2166,Fancy chat flirt,917,mobile T,1976,R ur,1011,Damn,2668,Dear .,190,Damn zac,2509,Call 09050090044 .,1408,Motorola with 1/2price
spam,2540,TsandCs,105,one of,266,RING ME UR,2949,83021,2507,Huh ... Dat,1378,you:- while,1096,Mobiles from,2036,planned yo,1851,300 to,2193,? Darren,263,. trueÂ¡C C,2066,Congrats year,2104,comp FA,1304,- KIng Pro,539,Account Statement for,1366,AMY URE,2272,long 9,1927,2 . gravy,1711,""" EY CALM",2671,Double 1000
spam,2329,? thanks,2916,0870 INCLU,37,two Dad,2157,. time,793,... daddy,1069,Identifier : Expires,954,; bucks,2310,rooms cheap:- ),841,. 2 texts,2650,Landline DATEBox1282EssexCM61XN 150p,1291,3230 's,1282,rencontre to,2526,Iâ€˜m to,1610,prize claim,890,Nickey Platt,1963,ASKED IF,2327,3030 .,387,NOKIA to,888,Wat,1725,83021 . Reply
spam,465,model sony,988,09065394973 Landline,688,"FUCKINNICE!SELFISH , IÂ’L",671,till,455,GOT . 3,1299,2morrow ! care,783,Opt -,2152,ni8 dreams,1907,weâ€˜re bâ€˜ham .,330,WALES,681,MUST Txt,1916,New 2004,2154,. way,240,Moment day,2062,no HAUGHAIGHGTUJHYGUJ,573,Howz that,2733,! Txt,397,miles from,317,OptOut STOP,137,. What
spam,1283,at 18,2182,Umma .,244,Princess,2727,John .,1033,road at,2179,either Bahamas,47,dating Msgs,1973,three,1528,", 500",458,With 300,2634,"URE ,",2466,", IÂ’L """,574,T&C,1286,than tho,2682,morning,2875,. warm,2325,", B'day Boss",556,Xmas,822,to 62468,968,tt
spam,1198,bottle to,214,father John .,2633,address sir,741,SiPix ! call,67,a Tuesday,443,maga money,2563,Call 08715203652 :,1038,RT -,495,FREE MobileUpd8,457,home work,2395,question,2703,SIX win,1166,. Lets,2464,mc ?,349,. 2morrow,1642,! 09061221066 landline,1219,upon,2320,Hmm,2625,at www.ringtoneking.co.uk,2748,what Somebody
spam,2174,kiss kiss,371,Friends that,211,Reply,182,night r 4,1314,A SHIT,2283,Whatsup .,1538,.. Ni8;- ),682,07123456789 Yahoo,586,. Gimme,1265,final May,1767,mean bâ€˜ham,1327,2 is,1236,with 3,2298,u wan 2,1204,at 930,1104,a City,2869,to 83021 .,2219,entry Â£100,1159,ones Gud,1088,2 go
spam,276,job Starts monday,2149,? 5.30,1465,e mode,2202,Yo guys,959,K.k:)apo .,1163,Mobiles 2004,462,Voila Money,358,! Wanna,2139,2 BAHAMAS,2078,4 Costa,24,Vegas,1605,Text 85555,1336,LONG SHOWR,1692,ur 2,675,after 9,1880,. T&C 18,993,free 0800,879,call after,1470,087187272008 !,1489,bâ€˜ham
spam,1461,call 08718726978,1508,. 2 claim,1827,gal in,255,call 09066362231,664,10p .,2112,Thanx everything,867,X49 . mobile,786,california,1664,K -):-,335,dwn GUD,555,madurai u,456,. text,750,08717898035 Â£3.00 .,407,HAVE WON,143,. Ldew.com1win150ppmx3age16subscription,634,Ambrith,1541,: Expires 29/10/0,1524,sittin for,647,87066 TnC .,1363,prize GUARANTEED
spam,1362,6hrs If,2444,DOUBLE on,2197,Â£750 .,302,", lemme",307,company name,2815,Sat,463,. 28,1221,Although,159,? xxx,892,61610 to,1942,) two .,1351,prize GUARANTEED 09058094454,935,HUNNY 4BREKKIE JEN,1425,Wen,1576,U .,2287,fun,1234,December 2005,2299,May 2005,1160,RT KIng Pro,2264,call 09061221066 landline
spam,1941,.. Imprtant U,1771,. weather,177,80488 500,728,150p 18,1644,Netcollex per,799,HAVENTCN IN,417,who to,1303,morning princess Happy,1416,contact with,648,Heart without,44,waitin to,613,cine lor,2867,Haf,1420,rooms cheap:-,2898,"FUCKINNICE!SELFISH ,",949,Ãœ da,643,X49,1721,help Ashley,2661,wnt wid,370,FreeMsg : flirt
spam,1418,"Free , Msgs",2452,Update_Now Xmas Offer,1906,want New Nokia,431,Text FA to,1218,Earth,645,! T&Cs,1347,to 89545,1300,problems provider,1937,on Earth,2697,Your Account,1345,between 2 ?,292,barcelona By,0,Love law,2131,phone With,1718,eatin cinema,2843,... R 4,863,TnC . Ldew.com1win150ppmx3age16subscription,621,UR BAHAMAS,897,SiPix Digital Camera,1036,on wednesday
spam,1125,Cos at,217,gd guys,642,side from,2340,time of,554,Touch .,1763,eyes philosophy,289,", lt;#&gt",1294,video with,166,From 100,895,. Reply YES-910 NO-910,2038,times night,1910,THE LIFT,915,rubber place,62,Pest exterminator lt;#&gt,1926,Text If,2246,Games - prizesWith,2675,I. points Call,207,u in,1110,much Ta,430,May . Text
spam,1873,jus use,677,Txt to 88039,42,prize if,2891,around,1645,K.k.how business,2328,Dear Gud ni8,1536,", text",2244,08718726978 ! 10p,1857,Promotion Number 8714714,2645,tickets cos,1487,FREE,2465,Text CHANCE to,794,FREE NOKIA,187,Text to 87121,1999,Congrats kano,1779,09061221066 .,389,HAUGHAIGHGTUJHYGUJ,1092,truth of,921,Man week,1996,value Morning
spam,1404,TONE FLAG 84199,2608,2morrow ..,2737,planning to,446,to 87066 .,2574,5 per,1635,FreeMsg Fancy,2176,easy 087187272008,184,fees,1115,a SiPix,1745,Update_Now - Xmas,1812,FREE TAROT,1414,EY DOWNON,630,text to,282,Call 08717507382 !,2387,in 2,2172,upto 1/2price,699,thing Earth,787,THATMUM 4thNOV.BEHIND Â–,1190,gotany credit,2597,2 !
spam,157,Hard 121,1004,Man -,1766,) care,2156,wednesday .,1581,care Ã¼,2119,. 09094646899,656,: 86888,1985,training Amrita .,1368,thanks lot,167,reach Pl,2223,type of,2498,. home,2527,GIV SHIT BAILIFF,2928,wot to,2812,84199 !,2319,T . Â£3.00,2888,YES-910 NO-910 See,2523,letter on,1709,call 09061209465,2873,. INDIA CUST
spam,50,Â£200 spree,937,call 2optout D3WV,2953,one ends,649,B'tooth*. Call,2792,2003,1043,few 2,1727,IM TELLMISS IM,1309,", life",1596,CALL to,1005,Babe ! What,196,1000 Txt,2878,ass epsilon,1080,. Goto,737,80488 . 500,2822,K call,2613,month approaches,2606,DONÂ’T ME,2948,entry 2,1791,4 Chef,1083,. Text FA
spam,60,tho,1738,NEFT reference number,604,txt ENG,1245,luv Night,1067,IM TELLMISS,2350,. Gud,1373,FA tkts,966,... to,2487,Claim,422,any receiptsâ€”well,2799,time r,1627,off,2771,married Ãœ,1127,everybody to,2931,2 Join,176,121 60p,1260,"TheDailyDraw Dear ,",1203,gud ni8,1530,! Chat UK,725,- UR City Break
spam,2208,LOOK AMY URE,2437,09065989182 From,2701,admirer who,2801,father John,381,Morning,1676,? thought,2087,New Mobiles,1632,Moby Pub Quiz,175,J .,2653,Guild,1215,call 09065394973,704,. photos,1790,87575 . 150p,69,Txt NOKIA,2416,near,1499,for three,473,best 4,1951,New colour,293,lie,2704,Txt on
spam,2839,Call from,340,islands towards,738,87121 receive,1266,lt;#&gt mins,1486,SHIT.JUSTFOUND ALETTER THATMUM,581,... Neva,1276,friend Companion 3,1656,: Rajitha Raj,145,pleasure of,2318,SHIT.JUSTFOUND ALETTER,2067,Thanx everything dat,1784,u 2morrow ..,2588,2 . 3,1369,raglan rd,1253,test results,2489,87066 TnC,2841,"SAE TC ,",2093,. 09050090044 toClaim,918,win FA Cup,1094,"Shampain "" dhina"
spam,2594,", X49",2357,MMM Fuck,78,", 500 -",644,SEE U,1468,beach lor,390,customer computer,551,M. Call,1788,txt X 07786200117,131,you've money,2306,w Aiyah,548,until,2261,", to",2642,B'tooth*. Call Mobileupd8,2757,85023 - member,1427,130 . 255,657,""" GRAN AFEW",894,... Dat,589,mymoby to,1257,job Starts,1669,Voila ! Money
spam,2059,is John,1197,B,2959,Huh,1360,Digital ! 09061221066,135,Erm Woodland,1455,* kiss,2877,BABE IM AT,1409,13/4/04 . 08717507382,2706,hamster of,951,get yo,162,to 61610,258,cinema for,2091,contact Txt CHAT,2457,MEGA 3,1243,SAE TC,2674,wml?id=820554ad0a1705572711&first trueÂ¡C C,1506,Pound . claim,2314,Your Costa,2312,.. waves,2730,2 4
spam,61,logo lover,1433,Staff of,2924,. self,447,feeling If,1315,since,385,! LOVE,2708,BABE PROBPOP,415,lie ni8,2379,your 3,2496,Dude while,1392,", today",2782,txt X,1806,to Ten,2288,birthday feb,2834,contact attempt,1826,PA,972,. Haiz,1150,yo ass,1070,sitter for,8,necklace as
spam,2187,chance claim,1475,Txt : NOKIA,206,R*reveal,2252,your Valentine,2709,; mins,1050,R*reveal who,1311,. 255 .,1297,2 our,1597,U Near,772,.. nyt,724,Miles smiles,528,! Fancy,2612,", PROBPOP CU SATTHEN",1981,M. points 08715203652,2656,Text to,616,. Box39822,866,cinema pass 2,2291,. 3030 .,1288,... lot,2309,person in
spam,359,TheDailyDraw Dear Helen,1248,OptOut STOP Help08714742804,1631,Amrita college,1172,20 ok,325,... Fuck Merry,48,. 3,66,84199,1980,Â£3.00 . 16,1121,. OptOut STOP,152,Reply info,1834,Every King,600,EY DOWNON THEACUSATIONS,2829,087187272008 NOW1 10p,1557,day crab,478,) Dear Helen,321,2 put,674,on 0800,205,4BREKKIE ! JEN,1133,4 ur,2270,? Celebrations
spam,514,Camcorder reply 08000930705,43,cheese pizza 2,777,e msg 2,530,: 8714714 -,1902,did Kids,2943,ar,1464,. Morning,2347,GOD,1786,Huh ...,2835,entry,1923,HEART BLOOD.Send,327,.. ONE,713,apply Reply,1158,. Call 09094646899,26,? Jay,673,DATEBox1282EssexCM61XN min 18,1514,reply,1052,love life,2707,member T Cs,900,Ni8;-
spam,2185,TAROT !,355,? Aiyah,106,. ans,322,friend Reply YES-910,791,Wewa 130 Iriver,2624,monday !,1130,yo,1846,GRAN AFEW,2258,2waxsto do,2391,4 driving,1476,Account for 800,809,", doesn\'t",920,Free Camcorder call,2596,Kit,2894,people called,545,447801259231 have,2065,! CallFREEFONE 08081560665,1442,13/4/04 .,134,time hope,1484,what thinkin
spam,502,what Vegas,2311,! bx420-ip4 5we,2937,approaches,1326,CASH From,500,LIFT U TOMORROW,2022,. Reply YES-910,1205,DO B LOVE,35,Crying Baby Great,618,Hope,2040,? Cos,2722,SATTHEN ! LOVE,17,for 6hrs,2366,Nokia 3510i DeliveredTomorrow,1220,morning princess,2053,wednesday,2269,Nvm,559,", telephone",259,Haf u eaten,680,story of,2267,Brandy Rum Gin
